Nama Perenang:,sinus_freq_01
Gaya Renang:,Dada
Time:,140526-1132
TimeStamp(s),Force(Kg),Roll(Deg),Pitch(Deg)
4864.13,39.16,5.91,-4.38
4864.23,32.89,5.00,-4.15
4864.33,25.72,3.93,-3.63
4864.44,18.32,2.72,-2.79
4864.54,11.46,1.38,-1.61
4864.63,5.85,-0.08,-0.10
4864.73,2.09,-1.65,1.71
4864.83,0.57,-3.30,3.77
4864.94,1.47,-5.01,6.00
4865.04,4.72,-6.75,8.30
4865.13,9.97,-8.47,10.54
4865.23,16.68,-10.16,12.56
4865.33,24.17,-11.77,14.21
4865.44,31.69,-13.25,15.32
4865.54,38.45,-14.56,15.74
4865.63,43.82,-15.66,15.34
4865.73,47.27,-16.50,14.04
4865.83,48.50,-17.05,11.79
4865.94,47.46,-17.28,8.62
4866.04,44.31,-17.14,4.61
4866.13,39.43,-16.62,-0.09
4866.23,33.35,-15.71,-5.23
4866.33,26.69,-14.40,-10.54
4866.44,20.14,-12.70,-15.69
4866.54,14.29,-10.62,-20.27
4866.64,9.66,-8.21,-23.95
4866.74,6.60,-5.51,-26.36
4866.84,5.33,-2.59,-27.24
4866.94,5.84,0.50,-26.36
4867.04,7.97,3.66,-23.65
4867.14,11.42,6.79,-19.17
4867.24,15.80,9.81,-13.10
4867.34,20.66,12.61,-5.76
4867.44,25.54,15.08,2.39
4867.54,30.03,17.14,10.79
4867.64,33.77,18.69,18.84
4867.74,36.53,19.66,25.90
4867.84,38.17,20.00,31.34
4867.94,38.67,19.65,34.70
4868.04,38.10,18.63,35.58
4868.14,36.62,16.94,33.81
4868.24,34.45,14.61,29.41
4868.34,31.83,11.74,22.60
4868.44,29.02,8.41,13.85
4868.54,26.26,4.74,3.81
4868.64,23.74,0.88,-6.77
4868.74,21.62,-3.01,-17.05
4868.84,19.99,-6.77,-26.17
4868.94,18.92,-10.24,-33.38
4869.04,18.38,-13.25,-38.02
4869.14,18.34,-15.67,-39.68
4869.24,18.72,-17.39,-38.19
4869.34,19.43,-18.31,-33.62
4869.44,20.35,-18.39,-26.34
4869.54,21.40,-17.62,-16.93
4869.64,22.46,-16.03,-6.17
4869.74,23.47,-13.72,5.11
4869.84,24.37,-10.78,15.90
4869.94,25.11,-7.38,25.36
4870.04,25.68,-3.68,32.72
4870.14,26.07,0.11,37.40
4870.24,26.30,3.79,39.06
4870.34,26.38,7.17,37.60
4870.44,26.36,10.07,33.21
4870.54,26.26,12.34,26.29
4870.64,26.11,13.88,17.49
4870.74,25.94,14.61,7.55
4870.84,25.77,14.50,-2.71
4870.94,25.61,13.59,-12.47
4871.04,25.47,11.96,-20.98
4871.14,25.37,9.73,-27.63
4871.24,25.28,7.04,-31.99
4871.34,25.20,4.08,-33.82
4871.44,25.13,1.03,-33.10
4871.54,25.05,-1.91,-30.03
4871.64,24.94,-4.58,-24.94
4871.74,24.80,-6.82,-18.35
4871.84,24.62,-8.51,-10.82
4871.94,24.38,-9.58,-2.93
4872.04,24.10,-9.99,4.71
4872.14,23.78,-9.77,11.59
4872.24,23.41,-8.96,17.27
4872.34,23.01,-7.65,21.45
4872.44,22.60,-5.97,23.96
4872.54,22.19,-4.05,24.78
4872.64,21.80,-2.04,24.00
4872.74,21.45,-0.08,21.81
4872.84,21.16,1.71,18.49
4872.94,20.95,3.22,14.33
4873.04,20.84,4.38,9.72
4873.14,20.83,5.13,4.96
4873.24,20.97,5.47,0.38
4873.34,21.24,5.42,-3.77
4873.44,21.65,5.03,-7.29
4873.54,22.22,4.35,-10.05
4873.64,22.94,3.47,-11.96
4873.74,23.81,2.48,-13.04
4873.84,24.82,1.46,-13.32
4873.94,25.96,0.49,-12.90
4874.04,27.21,-0.36,-11.90
4874.14,28.57,-1.06,-10.46
4874.24,30.00,-1.57,-8.73
4874.34,31.48,-1.88,-6.84
4874.44,32.99,-2.00,-4.92
4874.54,34.49,-1.96,-3.08
4874.64,35.96,-1.78,-1.42
4874.74,37.37,-1.52,0.01
4874.84,38.69,-1.20,1.17
4874.94,39.88,-0.86,2.04
4875.04,40.92,-0.55,2.64
4875.14,41.76,-0.27,2.97
4875.24,42.40,-0.06,3.08
4875.34,42.80,0.09,3.00
4875.44,42.93,0.18,2.78
4875.54,42.79,0.21,2.46
4875.64,42.35,0.20,2.08
4875.74,41.61,0.16,1.68
4875.84,40.56,0.12,1.30
4875.94,39.21,0.07,0.95
4876.04,37.56,0.03,0.65
4876.14,35.62,0.01,0.41
4876.24,33.40,0.00,0.23
4876.34,30.94,0.00,0.11
4876.44,28.29,0.01,0.04
4876.54,25.47,0.01,0.01
4876.64,22.54,-0.00,0.00
4876.74,19.54,-0.04,-0.00
4876.84,16.54,-0.11,-0.01
4876.94,13.62,-0.21,-0.03
4877.04,10.83,-0.34,-0.09
4877.14,8.24,-0.50,-0.19
4877.24,5.93,-0.67,-0.34
4877.34,3.95,-0.83,-0.55
4877.44,2.37,-0.98,-0.82
4877.54,1.25,-1.09,-1.14
4877.64,0.65,-1.14,-1.51
4877.74,0.59,-1.11,-1.94
4877.84,1.11,-0.99,-2.40
4877.94,2.22,-0.77,-2.90
4878.04,3.90,-0.46,-3.42
4878.14,6.13,-0.04,-3.96
4878.24,8.88,0.47,-4.49
4878.34,12.06,1.06,-5.00
4878.44,15.59,1.70,-5.50
4878.54,19.36,2.36,-5.96
4878.64,23.28,3.03,-6.37
4878.74,27.20,3.66,-6.71
4878.84,31.00,4.23,-6.98
4878.94,34.53,4.70,-7.19
4879.04,37.67,5.04,-7.29
4879.14,40.28,5.23,-7.31
4879.24,42.28,5.26,-7.22
4879.34,43.57,5.10,-7.02
4879.44,44.10,4.75,-6.72
4879.54,43.85,4.20,-6.30
4879.64,42.83,3.47,-5.77
4879.74,41.09,2.56,-5.12
4879.84,38.73,1.50,-4.35
4879.94,35.86,0.31,-3.47
4880.04,32.63,-0.98,-2.48
4880.14,29.22,-2.35,-1.36
4880.24,25.80,-3.75,-0.15
4880.34,22.55,-5.15,1.18
4880.44,19.66,-6.53,2.60
4880.54,17.25,-7.83,4.12
4880.64,15.46,-9.03,5.73
4880.74,14.34,-10.11,7.40
4880.84,13.94,-11.03,9.13
4880.94,14.24,-11.78,10.93
4881.04,15.17,-12.33,12.78
4881.14,16.63,-12.67,14.68
4881.24,18.48,-12.80,16.60
4881.34,20.55,-12.70,18.53
4881.44,22.69,-12.39,20.48
4881.54,24.72,-11.86,22.39
4881.64,26.52,-11.13,24.28
4881.74,27.95,-10.21,26.13
4881.84,28.96,-9.10,27.92
4881.94,29.51,-7.84,29.62
4882.04,29.61,-6.44,31.21
4882.14,29.33,-4.91,32.68
4882.24,28.74,-3.30,34.00
4882.34,27.94,-1.60,35.14
4882.44,27.04,0.14,36.10
4882.54,26.14,1.91,36.83
4882.64,25.34,3.69,37.34
4882.74,24.70,5.45,37.58
4882.84,24.24,7.18,37.54
4882.94,23.97,8.84,37.20
4883.04,23.88,10.44,36.55
4883.14,23.93,11.94,35.56
4883.24,24.07,13.34,34.23
4883.34,24.26,14.63,32.54
4883.44,24.47,15.79,30.49
4883.54,24.67,16.81,28.10
4883.64,24.84,17.69,25.33
4883.74,25.00,18.43,22.23
4883.84,25.15,19.02,18.82
4883.94,25.31,19.45,15.09
4884.04,25.49,19.73,11.13
4884.14,25.66,19.86,6.94
4884.24,25.83,19.85,2.61
4884.34,25.94,19.68,-1.83
4884.44,25.96,19.38,-6.28
4884.54,25.84,18.94,-10.70
4884.65,25.54,18.37,-15.01
4884.75,25.05,17.68,-19.11
4884.85,24.38,16.88,-22.93
4884.94,23.58,15.97,-26.36
4885.04,22.73,14.96,-29.30
4885.15,21.96,13.87,-31.70
4885.25,21.38,12.70,-33.47
4885.35,21.13,11.46,-34.57
4885.44,21.32,10.17,-34.94
4885.54,21.99,8.82,-34.55
4885.65,23.18,7.44,-33.37
4885.75,24.81,6.04,-31.44
4885.85,26.76,4.63,-28.77
4885.94,28.85,3.20,-25.43
4886.04,30.85,1.78,-21.50
4886.15,32.50,0.37,-17.10
4886.25,33.59,-1.01,-12.32
4886.35,33.90,-2.35,-7.34
4886.45,33.33,-3.65,-2.32
4886.55,31.82,-4.90,2.57
4886.65,29.44,-6.09,7.17
4886.75,26.36,-7.20,11.34
4886.85,22.82,-8.24,14.91
4886.95,19.16,-9.19,17.75
4887.05,15.70,-10.04,19.76
4887.15,12.81,-10.80,20.89
4887.25,10.79,-11.45,21.11
4887.35,9.88,-11.99,20.45
4887.45,10.25,-12.43,18.97
4887.55,11.90,-12.75,16.77
4887.65,14.77,-12.95,13.98
4887.75,18.67,-13.04,10.76
4887.85,23.29,-13.01,7.31
4887.95,28.30,-12.86,3.81
4888.05,33.28,-12.60,0.44
4888.15,37.86,-12.24,-2.61
4888.25,41.67,-11.77,-5.21
4888.35,44.41,-11.21,-7.22
4888.45,45.87,-10.56,-8.59
4888.55,45.91,-9.83,-9.30
4888.65,44.54,-9.03,-9.35
4888.75,41.84,-8.18,-8.83
4888.85,38.00,-7.27,-7.83
4888.95,33.27,-6.34,-6.47
4889.05,27.96,-5.38,-4.89
4889.15,22.40,-4.42,-3.25
4889.25,16.93,-3.47,-1.67
4889.35,11.89,-2.53,-0.27
4889.45,7.54,-1.63,0.86
4889.55,4.14,-0.77,1.68
4889.65,1.83,0.02,2.17
4889.75,0.70,0.75,2.35
4889.85,0.78,1.40,2.27
4889.95,2.01,1.96,2.00
4890.05,4.29,2.43,1.60
4890.15,7.47,2.80,1.16
4890.25,11.36,3.08,0.74
4890.35,15.76,3.26,0.40
4890.45,20.42,3.34,0.15
4890.55,25.15,3.34,0.00
4890.65,29.74,3.26,-0.05
4890.75,34.02,3.10,-0.05
4890.85,37.83,2.88,-0.02
4890.95,41.04,2.62,-0.00
4891.05,43.58,2.32,-0.01
4891.15,45.39,1.99,-0.06
4891.25,46.47,1.66,-0.14
4891.35,46.84,1.33,-0.22
4891.45,46.52,1.02,-0.26
4891.55,45.59,0.74,-0.22
4891.65,44.12,0.49,-0.07
4891.75,42.21,0.27,0.24
4891.85,39.94,0.11,0.69
4891.95,37.42,-0.02,1.27
4892.05,34.75,-0.10,1.91
4892.15,32.03,-0.15,2.55
4892.25,29.32,-0.16,3.07
4892.35,26.71,-0.15,3.36
4892.45,24.26,-0.12,3.34
4892.55,22.03,-0.08,2.90
4892.65,20.04,-0.05,2.01
4892.75,18.35,-0.02,0.68
4892.85,16.94,-0.00,-1.04
4892.95,15.85,-0.00,-3.02
4893.05,15.04,-0.01,-5.12
4893.15,14.52,-0.03,-7.11
4893.25,14.27,-0.06,-8.80
4893.35,14.27,-0.08,-9.97
4893.45,14.49,-0.08,-10.42
4893.55,14.90,-0.07,-10.02
4893.65,15.47,-0.01,-8.70
4893.75,16.16,0.08,-6.46
4893.85,16.95,0.22,-3.40
4893.95,17.80,0.40,0.30
4894.05,18.69,0.63,4.41
4894.15,19.58,0.88,8.61
4894.25,20.46,1.15,12.59
4894.35,21.31,1.41,16.02
4894.45,22.10,1.63,18.60
4894.55,22.83,1.78,20.06
4894.65,23.48,1.83,20.23
4894.75,24.05,1.76,19.03
4894.85,24.54,1.55,16.47
4894.95,24.94,1.17,12.63
4895.05,25.25,0.63,7.74
4895.15,25.49,-0.06,2.06
4895.25,25.65,-0.88,-4.08
4895.35,25.75,-1.79,-10.32
4895.45,25.79,-2.73,-16.28
4895.55,25.79,-3.65,-21.61
4895.65,25.77,-4.47,-25.98
4895.75,25.72,-5.11,-29.12
4895.85,25.66,-5.51,-30.85
4895.95,25.60,-5.60,-31.07
4896.05,25.55,-5.33,-29.74
4896.15,25.51,-4.67,-26.92
4896.25,25.50,-3.63,-22.75
4896.35,25.51,-2.23,-17.43
4896.45,25.54,-0.53,-11.22
4896.55,25.59,1.38,-4.40
4896.65,25.65,3.40,2.69
4896.75,25.72,5.38,9.78
4896.85,25.78,7.20,16.57
4896.95,25.82,8.69,22.80
4897.05,25.83,9.74,28.24
4897.15,25.79,10.23,32.71
4897.25,25.68,10.07,36.07
4897.35,25.50,9.24,38.22
4897.45,25.22,7.72,39.15
4897.55,24.83,5.59,38.87
4897.65,24.34,2.95,37.43
4897.75,23.74,-0.06,34.93
4897.85,23.05,-3.26,31.49
4897.95,22.26,-6.42,27.27
4898.05,21.40,-9.33,22.42
4898.15,20.52,-11.78,17.10
4898.25,19.63,-13.59,11.48
4898.35,18.80,-14.58,5.72
4898.45,18.06,-14.66,-0.02
4898.55,17.49,-13.78,-5.62
4898.65,17.14,-11.96,-10.93
4898.75,17.07,-9.29,-15.87
4898.85,17.32,-5.92,-20.34
4898.95,17.94,-2.04,-24.29
4899.05,18.96,2.09,-27.66
4899.15,20.40,6.24,-30.43
4899.25,22.22,10.10,-32.60
4899.35,24.41,13.43,-34.16
4899.45,26.88,16.01,-35.16
4899.55,29.56,17.65,-35.60
4899.65,32.32,18.23,-35.53
4899.75,35.01,17.69,-34.99
4899.85,37.49,16.07,-34.04
4899.95,39.56,13.44,-32.72
4900.05,41.08,9.97,-31.09
4900.15,41.90,5.86,-29.19
4900.25,41.87,1.35,-27.09
4900.35,40.92,-3.28,-24.84
4900.45,39.02,-7.77,-22.47
4900.55,36.16,-11.83,-20.03
4900.65,32.46,-15.25,-17.57
4900.75,28.07,-17.82,-15.12
4900.85,23.23,-19.41,-12.71
4900.95,18.23,-19.94,-10.37
4901.05,13.38,-19.38,-8.13
4901.15,9.03,-17.80,-5.99
4901.25,5.53,-15.28,-3.99
4901.35,3.17,-11.99,-2.13
4901.45,2.21,-8.11,-0.42
4901.55,2.81,-3.85,1.15
4901.65,5.00,0.54,2.54
4901.75,8.72,4.85,3.78
4901.85,13.73,8.86,4.86
4901.95,19.73,12.39,5.78
4902.05,26.28,15.28,6.55
4902.15,32.86,17.40,7.18
4902.25,38.95,18.70,7.65
4902.35,44.00,19.13,8.01
4902.45,47.58,18.72,8.23
4902.55,49.35,17.52,8.34
4902.65,49.10,15.61,8.35
4902.75,46.81,13.12,8.26
4902.85,42.66,10.18,8.08
4902.95,37.00,6.92,7.82
4903.05,30.31,3.52,7.50
4903.15,23.19,0.11,7.12
4903.25,16.31,-3.18,6.69
4903.35,10.31,-6.23,6.23
4903.45,5.73,-8.92,5.74
4903.55,3.01,-11.18,5.24
4903.65,2.37,-12.95,4.72
4903.75,3.87,-14.21,4.20
4903.85,7.30,-14.94,3.69
4903.95,12.30,-15.15,3.19
4904.05,18.33,-14.87,2.72
4904.15,24.79,-14.16,2.27
4904.25,31.01,-13.06,1.86
4904.35,36.40,-11.64,1.48
4904.46,40.42,-9.97,1.14
4904.56,42.77,-8.13,0.85
4904.65,43.27,-6.19,0.60
4904.75,41.97,-4.21,0.40
4904.85,39.08,-2.27,0.24
4904.96,35.01,-0.40,0.13
4905.06,30.23,1.33,0.05
4905.15,25.27,2.90,0.01
4905.25,20.65,4.27,0.00
4905.35,16.82,5.44,0.01
4905.46,14.08,6.38,0.03
4905.56,12.64,7.09,0.05
4905.65,12.51,7.58,0.06
4905.75,13.61,7.86,0.05
4905.85,15.68,7.94,0.01
4905.96,18.43,7.85,-0.07
4906.06,21.51,7.60,-0.21
4906.15,24.57,7.23,-0.42
4906.25,27.30,6.74,-0.71
4906.35,29.48,6.18,-1.07
4906.46,30.95,5.56,-1.53
4906.56,31.67,4.90,-2.07
4906.66,31.67,4.23,-2.69
4906.76,31.06,3.57,-3.38
4906.86,29.98,2.92,-4.14
4906.96,28.63,2.30,-4.93
4907.06,27.18,1.73,-5.73
4907.16,25.80,1.20,-6.52
4907.26,24.61,0.74,-7.24
4907.36,23.70,0.33,-7.86
4907.46,23.09,-0.02,-8.34
4907.56,22.80,-0.30,-8.62
4907.66,22.77,-0.53,-8.64
4907.76,22.95,-0.69,-8.38
4907.86,23.28,-0.81,-7.78
4907.96,23.67,-0.88,-6.82
4908.06,24.08,-0.91,-5.45
4908.16,24.45,-0.90,-3.68
4908.26,24.76,-0.87,-1.53
4908.36,25.00,-0.81,0.99
4908.46,25.17,-0.73,3.80
4908.56,25.28,-0.64,6.84
4908.66,25.36,-0.55,10.02
4908.76,25.43,-0.45,13.20
4908.86,25.49,-0.36,16.22
4908.96,25.55,-0.27,18.94
4909.06,25.61,-0.19,21.19
4909.16,25.65,-0.13,22.79
4909.26,25.67,-0.07,23.61
4909.36,25.62,-0.04,23.48
4909.46,25.51,-0.01,22.32
4909.56,25.30,-0.00,20.08
4909.66,24.98,-0.00,16.73
4909.76,24.56,-0.02,12.34
4909.86,24.03,-0.05,7.04
4909.96,23.43,-0.08,1.02
4910.06,22.77,-0.12,-5.46
4910.16,22.11,-0.17,-12.08
4910.26,21.48,-0.21,-18.49
4910.36,20.93,-0.25,-24.30
4910.46,20.50,-0.29,-29.11
4910.56,20.26,-0.31,-32.58
4910.66,20.23,-0.32,-34.39
4910.76,20.44,-0.32,-34.31
4910.86,20.91,-0.29,-32.23
4910.96,21.64,-0.24,-28.15
4911.06,22.63,-0.16,-22.21
4911.16,23.86,-0.05,-14.67
4911.26,25.29,0.09,-5.96
4911.36,26.89,0.26,3.39
4911.46,28.60,0.47,12.83
4911.56,30.37,0.72,21.67
4911.66,32.14,1.01,29.29
4911.76,33.85,1.33,35.10
4911.86,35.45,1.69,38.63
4911.96,36.86,2.09,39.55
4912.06,38.06,2.51,37.71
4912.16,38.98,2.97,33.19
4912.26,39.60,3.45,26.23
4912.36,39.90,3.95,17.31
4912.46,39.85,4.47,7.08
4912.56,39.45,5.00,-3.73
4912.66,38.70,5.52,-14.26
4912.76,37.61,6.03,-23.72
4912.86,36.20,6.53,-31.37
4912.96,34.50,6.99,-36.59
4913.06,32.53,7.42,-38.96
4913.16,30.34,7.79,-38.30
4913.26,27.96,8.10,-34.66
4913.36,25.45,8.33,-28.39
4913.46,22.85,8.47,-19.99
4913.56,20.21,8.52,-10.16
4913.66,17.57,8.45,0.24
4913.76,14.99,8.25,10.40
4913.86,12.52,7.93,19.47
4913.96,10.19,7.46,26.73
4914.06,8.05,6.84,31.65
4914.16,6.12,6.08,33.91
4914.26,4.45,5.15,33.39
4914.36,3.05,4.08,30.25
4914.46,1.96,2.87,24.83
4914.56,1.18,1.52,17.68
4914.66,0.74,0.04,9.45
4914.76,0.65,-1.54,0.89
4914.86,0.89,-3.21,-7.32
4914.96,1.48,-4.94,-14.51
4915.06,2.39,-6.69,-20.16
4915.16,3.63,-8.44,-23.92
4915.26,5.16,-10.14,-25.62
4915.36,6.95,-11.77,-25.25
4915.46,9.01,-13.27,-23.00
4915.56,11.27,-14.59,-19.18
4915.66,13.72,-15.70,-14.21
4915.76,16.31,-16.56,-8.57
4915.86,19.01,-17.12,-2.77
4915.96,21.74,-17.34,2.75
4916.06,24.47,-17.21,7.57
4916.16,27.19,-16.68,11.41
4916.26,29.82,-15.76,14.07
4916.36,32.31,-14.44,15.47
4916.46,34.62,-12.72,15.63
4916.56,36.72,-10.63,14.71
4916.66,38.56,-8.20,12.90
4916.76,40.11,-5.48,10.43
4916.86,41.33,-2.54,7.58
4916.96,42.21,0.56,4.59
4917.06,42.74,3.73,1.71
4917.16,42.89,6.88,-0.87
4917.26,42.67,9.90,-3.01
4917.36,42.10,12.70,-4.62
4917.46,41.18,15.17,-5.67
4917.56,39.96,17.21,-6.18
4917.66,38.45,18.75,-6.20
4917.76,36.72,19.69,-5.83
4917.86,34.80,20.00,-5.15
4917.96,32.77,19.62,-4.29
4918.06,30.66,18.56,-3.34
4918.16,28.56,16.83,-2.39
4918.26,26.52,14.47,-1.52
4918.36,24.60,11.56,-0.77
4918.46,22.86,8.20,-0.19
4918.56,21.34,4.51,0.23
4918.66,20.09,0.64,0.48
4918.76,19.14,-3.25,0.59
4918.86,18.49,-6.99,0.60
4918.96,18.16,-10.44,0.52
4919.06,18.13,-13.41,0.40
4919.16,18.38,-15.79,0.27
4919.26,18.87,-17.45,0.15
4919.36,19.55,-18.31,0.06
4919.46,20.38,-18.32,0.01
4919.56,21.30,-17.49,0.00
4919.66,22.25,-15.85,0.02
4919.76,23.18,-13.48,0.06
4919.86,24.02,-10.50,0.11
4919.96,24.77,-7.07,0.14
4920.06,25.37,-3.36,0.13
4920.16,25.82,0.42,0.06
4920.26,26.11,4.08,-0.07
4920.36,26.26,7.42,-0.28
4920.46,26.28,10.26,-0.59
4920.56,26.21,12.47,-0.98
4920.66,26.07,13.93,-1.47
4920.76,25.89,14.58,-2.03
4920.86,25.70,14.40,-2.65
4920.96,25.52,13.42,-3.33
4921.06,25.36,11.73,-4.03
4921.16,25.21,9.45,-4.74
4921.26,25.09,6.73,-5.43
4921.36,24.96,3.76,-6.07
4921.46,24.82,0.73,-6.64
4921.56,24.65,-2.18,-7.13
4921.66,24.45,-4.80,-7.51
4921.76,24.23,-6.98,-7.75
4921.86,24.00,-8.61,-7.84
4921.96,23.80,-9.60,-7.79
4922.06,23.68,-9.95,-7.57
4922.16,23.68,-9.66,-7.17
4922.26,23.84,-8.79,-6.61
4922.36,24.22,-7.45,-5.87
4922.46,24.81,-5.74,-4.96
4922.56,25.62,-3.81,-3.90
4922.66,26.58,-1.81,-2.67
4922.76,27.63,0.12,-1.31
4922.86,28.64,1.88,0.19
4922.96,29.47,3.34,1.80
4923.06,29.99,4.44,3.51
4923.16,30.06,5.14,5.30
4923.26,29.59,5.44,7.18
4923.36,28.51,5.35,9.10
4923.46,26.86,4.92,11.05
4923.56,24.72,4.22,13.03
4923.66,22.27,3.33,15.00
4923.76,19.73,2.35,16.97
4923.86,17.41,1.34,18.91
4923.96,15.59,0.39,20.79
4924.06,14.54,-0.43,22.62
4924.16,14.48,-1.10,24.38
4924.26,15.55,-1.58,26.05
4924.36,17.75,-1.87,27.63
4924.46,20.95,-1.97,29.10
4924.56,24.92,-1.91,30.46
4924.67,29.26,-1.73,31.69
4924.77,33.53,-1.46,32.78
4924.87,37.28,-1.14,33.71
4924.96,40.03,-0.81,34.50
4925.06,41.42,-0.51,35.12
4925.17,41.19,-0.24,35.57
4925.27,39.26,-0.04,35.86
4925.37,35.74,0.10,35.95
4925.46,30.90,0.18,35.87
4925.56,25.20,0.20,35.58
4925.67,19.18,0.19,35.11
4925.77,13.44,0.15,34.44
4925.87,8.61,0.10,33.56
4925.96,5.20,0.06,32.49
4926.06,3.61,0.02,31.21
4926.17,4.05,0.00,29.73
4926.27,6.52,0.00,28.07
4926.37,10.83,0.01,26.21
4926.47,16.59,0.01,24.17
4926.57,23.25,0.01,21.95
4926.67,30.22,-0.00,19.53
4926.77,36.82,-0.05,16.95
4926.87,42.46,-0.12,14.24
4926.97,46.60,-0.23,11.37
4927.07,48.87,-0.37,8.40
4927.17,49.09,-0.53,5.33
4927.27,47.25,-0.71,2.20
4927.37,43.53,-0.87,-0.98
4927.47,38.31,-1.02,-4.19
4927.57,32.04,-1.12,-7.39
4927.67,25.25,-1.16,-10.55
4927.77,18.53,-1.13,-13.62
4927.87,12.40,-1.00,-16.58
4927.97,7.33,-0.77,-19.37
4928.07,3.67,-0.44,-21.96
4928.17,1.65,-0.01,-24.32
4928.27,1.35,0.52,-26.41
4928.37,2.71,1.11,-28.19
4928.47,5.54,1.76,-29.62
4928.57,9.60,2.44,-30.68
4928.67,14.51,3.11,-31.35
4928.77,19.91,3.75,-31.58
4928.87,25.40,4.31,-31.38
4928.97,30.61,4.78,-30.73
4929.07,35.23,5.12,-29.64
4929.17,39.01,5.31,-28.11
4929.27,41.80,5.32,-26.16
4929.37,43.49,5.15,-23.83
4929.47,44.09,4.79,-21.16
4929.57,43.63,4.23,-18.19
4929.67,42.24,3.49,-14.99
4929.77,40.08,2.58,-11.63
4929.87,37.34,1.51,-8.18
4929.97,34.21,0.31,-4.73
4930.07,30.90,-1.00,-1.36
4930.17,27.61,-2.37,1.84
4930.27,24.49,-3.78,4.79
4930.37,21.66,-5.19,7.42
4930.47,19.25,-6.57,9.66
4930.57,17.32,-7.88,11.46
4930.67,15.89,-9.09,12.78
4930.77,14.98,-10.18,13.58
4930.87,14.56,-11.11,13.87
4930.97,14.58,-11.86,13.68
4931.07,14.98,-12.42,13.02
4931.17,15.71,-12.77,11.95
4931.27,16.68,-12.90,10.55
4931.37,17.81,-12.82,8.90
4931.47,19.03,-12.51,7.09
4931.57,20.28,-11.99,5.20
4931.67,21.50,-11.27,3.34
4931.77,22.65,-10.36,1.59
4931.87,23.68,-9.26,0.04
4931.97,24.58,-8.01,-1.27
4932.07,25.33,-6.61,-2.28
4932.17,25.93,-5.10,-2.99
4932.27,26.37,-3.48,-3.38
4932.37,26.67,-1.79,-3.48
4932.47,26.84,-0.05,-3.33
4932.57,26.90,1.71,-2.99
4932.67,26.87,3.49,-2.51
4932.77,26.77,5.25,-1.98
4932.87,26.62,6.98,-1.43
4932.97,26.44,8.65,-0.93
4933.07,26.25,10.25,-0.51
