Nama Perenang:,ridho
Gaya Renang:,Gaya Bebas
Time:,140526-1301
TimeStamp(s),Force(Kg),Roll(Deg),Pitch(Deg)
201.80,2.62,-16.97,-18.96
201.90,1.14,-18.68,-17.32
202.00,1.42,-19.49,-14.49
202.10,3.52,-19.37,-10.79
202.21,7.34,-18.38,-6.62
202.30,12.61,-16.59,-2.36
202.40,18.96,-14.11,1.63
202.51,25.87,-11.08,5.04
202.60,32.76,-7.67,7.65
202.71,39.04,-4.03,9.31
202.80,44.15,-0.35,10.00
202.90,47.60,3.24,9.78
203.01,49.08,6.57,8.78
203.10,48.44,9.53,7.20
203.21,45.71,12.03,5.27
203.30,41.17,13.98,3.21
203.40,35.22,15.34,1.25
203.51,28.44,16.11,-0.46
203.60,21.48,16.28,-1.80
203.71,15.01,15.89,-2.69
203.80,9.64,14.99,-3.15
203.90,5.86,13.66,-3.21
204.01,4.02,11.96,-2.95
204.11,4.24,9.97,-2.46
204.21,6.44,7.80,-1.87
204.31,10.32,5.53,-1.27
204.41,15.45,3.23,-0.73
204.51,21.26,0.98,-0.30
204.61,27.14,-1.15,-0.00
204.71,32.50,-3.11,0.15
204.81,36.82,-4.85,0.20
204.91,39.72,-6.34,0.17
205.01,41.01,-7.56,0.11
205.11,40.65,-8.50,0.04
205.21,38.80,-9.16,0.01
205.31,35.74,-9.55,0.00
205.41,31.89,-9.68,0.04
205.51,27.68,-9.59,0.08
205.61,23.59,-9.28,0.11
205.71,20.01,-8.80,0.10
205.81,17.25,-8.18,0.00
205.91,15.51,-7.44,-0.20
206.01,14.86,-6.62,-0.51
206.11,15.25,-5.75,-0.93
206.21,16.51,-4.85,-1.43
206.31,18.42,-3.96,-1.97
206.41,20.69,-3.09,-2.49
206.51,23.07,-2.26,-2.92
206.61,25.29,-1.49,-3.20
206.71,27.15,-0.79,-3.27
206.81,28.54,-0.17,-3.06
206.91,29.37,0.38,-2.55
207.01,29.67,0.84,-1.72
207.11,29.49,1.21,-0.57
207.21,28.93,1.50,0.86
207.31,28.13,1.72,2.52
207.41,27.21,1.86,4.32
207.51,26.29,1.94,6.18
207.61,25.46,1.95,8.00
207.71,24.79,1.92,9.66
207.81,24.31,1.85,11.06
207.91,24.01,1.74,12.11
208.01,23.89,1.61,12.73
208.11,23.91,1.46,12.85
208.21,24.02,1.30,12.44
208.31,24.18,1.13,11.47
208.41,24.35,0.96,9.96
208.51,24.52,0.80,7.93
208.61,24.67,0.65,5.44
208.71,24.81,0.52,2.56
208.81,24.93,0.39,-0.63
208.91,25.06,0.29,-4.04
209.01,25.20,0.20,-7.55
209.11,25.37,0.13,-11.07
209.21,25.58,0.08,-14.49
209.31,25.81,0.04,-17.73
209.41,26.06,0.01,-20.68
209.51,26.30,0.00,-23.27
209.61,26.50,0.00,-25.44
209.71,26.64,0.01,-27.14
209.81,26.68,0.01,-28.33
209.91,26.58,0.02,-28.99
210.01,26.34,0.03,-29.11
210.11,25.92,0.03,-28.71
210.21,25.33,0.02,-27.78
210.31,24.58,-0.00,-26.36
210.41,23.69,-0.04,-24.48
210.51,22.69,-0.09,-22.20
210.61,21.63,-0.17,-19.56
210.71,20.55,-0.27,-16.61
210.81,19.51,-0.39,-13.40
210.91,18.56,-0.54,-9.99
211.01,17.77,-0.71,-6.45
211.11,17.18,-0.92,-2.80
211.21,16.83,-1.15,0.88
211.31,16.76,-1.40,4.55
211.41,17.00,-1.69,8.17
211.51,17.55,-1.99,11.70
211.61,18.41,-2.32,15.10
211.71,19.58,-2.66,18.34
211.81,21.03,-3.02,21.40
211.91,22.73,-3.39,24.25
212.01,24.63,-3.76,26.87
212.11,26.70,-4.13,29.26
212.21,28.87,-4.49,31.39
212.31,31.09,-4.84,33.26
212.41,33.31,-5.16,34.87
212.51,35.46,-5.44,36.22
212.61,37.49,-5.69,37.31
212.71,39.36,-5.89,38.14
212.81,41.01,-6.03,38.72
212.91,42.41,-6.10,39.06
213.01,43.52,-6.09,39.16
213.11,44.31,-6.00,39.03
213.21,44.77,-5.82,38.69
213.31,44.88,-5.54,38.14
213.41,44.64,-5.15,37.41
213.51,44.05,-4.65,36.49
213.61,43.12,-4.03,35.40
213.71,41.87,-3.30,34.17
213.81,40.31,-2.45,32.79
213.91,38.47,-1.49,31.28
214.01,36.39,-0.42,29.66
214.11,34.09,0.75,27.93
214.21,31.62,2.01,26.12
214.31,29.02,3.34,24.24
214.41,26.32,4.73,22.29
214.51,23.58,6.15,20.30
214.61,20.83,7.59,18.27
214.71,18.12,9.01,16.21
214.81,15.50,10.39,14.15
214.91,12.99,11.69,12.09
215.01,10.65,12.88,10.05
215.11,8.51,13.93,8.04
215.21,6.59,14.80,6.07
215.31,4.95,15.45,4.16
215.41,3.59,15.86,2.31
215.51,2.54,16.00,0.54
215.61,1.83,15.83,-1.13
215.71,1.45,15.35,-2.71
215.81,1.43,14.53,-4.17
215.91,1.75,13.37,-5.51
216.01,2.42,11.87,-6.72
216.11,3.43,10.05,-7.78
216.21,4.75,7.93,-8.70
216.31,6.36,5.54,-9.46
216.41,8.25,2.92,-10.07
216.51,10.36,0.14,-10.53
216.61,12.67,-2.75,-10.82
216.71,15.12,-5.66,-10.96
216.81,17.67,-8.51,-10.94
216.91,20.28,-11.23,-10.78
217.01,22.87,-13.72,-10.48
217.11,25.41,-15.89,-10.05
217.21,27.84,-17.65,-9.51
217.31,30.10,-18.94,-8.87
217.41,32.15,-19.69,-8.15
217.51,33.94,-19.85,-7.37
217.61,35.44,-19.38,-6.54
217.71,36.60,-18.29,-5.69
217.81,37.42,-16.57,-4.84
217.91,37.87,-14.27,-4.02
218.01,37.97,-11.45,-3.22
218.11,37.70,-8.20,-2.49
218.21,37.10,-4.62,-1.82
218.31,36.21,-0.86,-1.24
218.41,35.05,2.96,-0.76
218.51,33.69,6.68,-0.37
218.61,32.17,10.14,-0.07
218.71,30.56,13.21,0.13
218.81,28.93,15.72,0.24
218.91,27.33,17.59,0.29
219.01,25.83,18.70,0.28
219.11,24.49,19.00,0.23
219.21,23.33,18.47,0.16
219.31,22.41,17.12,0.09
219.41,21.73,15.01,0.03
219.51,21.31,12.25,0.00
219.61,21.13,8.95,0.01
219.71,21.17,5.29,0.06
219.81,21.41,1.44,0.14
219.91,21.80,-2.40,0.24
220.01,22.30,-6.04,0.34
220.11,22.85,-9.29,0.43
220.21,23.41,-11.97,0.46
220.31,23.95,-13.97,0.41
220.41,24.42,-15.17,0.26
220.51,24.81,-15.54,-0.03
220.61,25.11,-15.05,-0.47
220.71,25.32,-13.77,-1.06
220.81,25.45,-11.79,-1.78
220.91,25.51,-9.23,-2.61
221.01,25.53,-6.26,-3.50
221.11,25.52,-3.06,-4.37
221.21,25.51,0.16,-5.14
221.31,25.49,3.21,-5.72
221.41,25.46,5.92,-6.01
221.51,25.42,8.15,-5.92
221.61,25.35,9.77,-5.38
221.71,25.22,10.71,-4.32
221.81,25.02,10.95,-2.74
221.91,24.72,10.52,-0.67
222.01,24.34,9.48,1.82
222.12,23.89,7.92,4.60
222.21,23.41,5.99,7.49
222.32,22.95,3.84,10.28
222.41,22.60,1.61,12.72
222.51,22.43,-0.54,14.57
222.62,22.51,-2.48,15.59
222.71,22.92,-4.09,15.58
222.82,23.68,-5.30,14.41
222.91,24.77,-6.05,12.03
223.01,26.15,-6.35,8.47
223.12,27.70,-6.20,3.91
223.21,29.28,-5.68,-1.41
223.32,30.68,-4.84,-7.12
223.41,31.72,-3.78,-12.79
223.51,32.21,-2.61,-17.96
223.62,31.99,-1.41,-22.14
223.71,30.97,-0.28,-24.90
223.82,29.15,0.72,-25.89
223.91,26.63,1.53,-24.89
224.01,23.60,2.11,-21.82
224.12,20.33,2.46,-16.80
224.22,17.17,2.59,-10.11
224.32,14.49,2.52,-2.21
224.42,12.64,2.28,6.29
224.52,11.92,1.93,14.73
224.62,12.53,1.51,22.38
224.72,14.51,1.07,28.54
224.82,17.78,0.65,32.63
224.92,22.08,0.29,34.21
225.02,27.01,-0.01,33.04
225.12,32.10,-0.22,29.12
225.22,36.81,-0.35,22.69
225.32,40.60,-0.41,14.20
225.42,43.02,-0.40,4.32
225.52,43.73,-0.35,-6.16
225.62,42.57,-0.28,-16.37
225.72,39.58,-0.20,-25.47
225.82,34.99,-0.12,-32.67
225.92,29.21,-0.07,-37.37
226.02,22.77,-0.03,-39.14
226.12,16.32,-0.01,-37.82
226.22,10.50,-0.00,-33.51
226.32,5.89,-0.00,-26.54
226.42,2.98,0.00,-17.49
226.52,2.06,0.02,-7.07
226.62,3.26,0.05,3.89
226.72,6.48,0.11,14.52
226.82,11.42,0.20,24.00
226.92,17.64,0.30,31.64
227.02,24.57,0.41,36.88
227.12,31.58,0.53,39.37
227.22,38.05,0.62,39.01
227.32,43.43,0.69,35.89
227.42,47.25,0.70,30.32
227.52,49.24,0.65,22.77
227.62,49.26,0.53,13.84
227.72,47.36,0.32,4.21
227.82,43.74,0.02,-5.43
227.92,38.76,-0.35,-14.43
228.02,32.83,-0.79,-22.22
228.12,26.45,-1.29,-28.34
228.22,20.13,-1.83,-32.49
228.32,14.31,-2.36,-34.51
228.42,9.41,-2.88,-34.40
228.52,5.72,-3.34,-32.29
228.62,3.44,-3.72,-28.42
228.72,2.64,-4.00,-23.16
228.82,3.29,-4.14,-16.90
228.92,5.25,-4.12,-10.07
229.02,8.32,-3.94,-3.09
229.12,12.22,-3.58,3.63
229.22,16.65,-3.05,9.74
229.32,21.31,-2.35,14.98
229.42,25.89,-1.49,19.15
229.52,30.15,-0.49,22.12
