Nama Perenang:,Irfan
Gaya Renang:,Gaya Bebas
Time:,140526-1255
TimeStamp(s),Force(Kg),Roll(Deg),Pitch(Deg)
4692.35,23.19,-0.17,3.09
4692.45,20.89,-0.13,2.83
4692.55,18.87,-0.09,2.16
4692.65,17.16,-0.05,1.07
4692.75,15.77,-0.02,-0.43
4692.85,14.70,-0.00,-2.23
4692.95,13.96,-0.00,-4.19
4693.05,13.51,-0.01,-6.14
4693.15,13.34,-0.03,-7.87
4693.25,13.44,-0.05,-9.16
4693.35,13.76,-0.06,-9.84
4693.45,14.28,-0.05,-9.73
4693.55,14.95,-0.02,-8.74
4693.65,15.75,0.05,-6.86
4693.75,16.65,0.15,-4.15
4693.85,17.60,0.31,-0.74
4693.95,18.58,0.50,3.14
4694.05,19.55,0.72,7.20
4694.15,20.51,0.97,11.16
4694.25,21.42,1.21,14.66
4694.35,22.27,1.43,17.42
4694.45,23.05,1.59,19.15
4694.55,23.74,1.68,19.65
4694.65,24.33,1.66,18.83
4694.75,24.83,1.50,16.64
4694.85,25.24,1.21,13.17
4694.95,25.56,0.75,8.60
4695.05,25.79,0.15,3.16
4695.15,25.95,-0.59,-2.81
4695.25,26.03,-1.43,-8.96
4695.35,26.06,-2.32,-14.91
4695.45,26.04,-3.21,-20.30
4695.55,25.99,-4.03,-24.79
4695.65,25.91,-4.71,-28.11
4695.75,25.82,-5.19,-30.06
4695.85,25.73,-5.38,-30.49
4695.95,25.64,-5.25,-29.37
4696.05,25.57,-4.75,-26.76
4696.15,25.52,-3.88,-22.76
4696.25,25.50,-2.65,-17.59
4696.35,25.49,-1.10,-11.49
4696.45,25.51,0.69,-4.73
4696.55,25.54,2.62,2.35
4696.65,25.58,4.58,9.47
4696.75,25.62,6.42,16.30
4696.85,25.64,8.00,22.57
4696.95,25.63,9.20,28.04
4697.05,25.59,9.88,32.53
4697.15,25.48,9.97,35.89
4697.25,25.31,9.40,38.01
4697.35,25.05,8.16,38.88
4697.45,24.70,6.29,38.50
4697.55,24.26,3.87,36.94
4697.65,23.71,1.03,34.28
4697.75,23.08,-2.06,30.68
4697.85,22.37,-5.20,26.26
4697.95,21.59,-8.18,21.20
4698.05,20.79,-10.78,15.69
4698.15,19.99,-12.82,9.89
4698.25,19.23,-14.11,3.97
4698.35,18.56,-14.53,-1.91
4698.45,18.05,-14.02,-7.59
4698.55,17.74,-12.56,-12.96
4698.65,17.68,-10.22,-17.91
4698.75,17.93,-7.12,-22.36
4698.85,18.51,-3.44,-26.24
4698.95,19.46,0.59,-29.50
4699.05,20.80,4.72,-32.15
4699.15,22.51,8.68,-34.15
4699.25,24.56,12.21,-35.52
4699.35,26.89,15.06,-36.28
4699.45,29.41,17.04,-36.47
4699.55,32.01,18.00,-36.13
4699.65,34.58,17.87,-35.31
4699.75,36.96,16.63,-34.07
4699.85,38.98,14.35,-32.46
4699.95,40.49,11.17,-30.54
4700.05,41.34,7.26,-28.37
4700.15,41.41,2.87,-26.00
4700.25,40.61,-1.74,-23.49
4700.35,38.89,-6.30,-20.90
4700.45,36.27,-10.53,-18.25
4700.55,32.80,-14.18,-15.60
4700.65,28.64,-17.05,-12.99
4700.75,24.00,-18.98,-10.44
4700.85,19.14,-19.85,-7.98
4700.95,14.36,-19.64,-5.65
4701.05,9.99,-18.37,-3.45
4701.15,6.38,-16.12,-1.41
4701.25,3.81,-13.03,0.48
4701.35,2.55,-9.29,2.19
4701.45,2.77,-5.10,3.73
4701.55,4.55,-0.69,5.09
4701.65,7.86,3.70,6.28
4701.75,12.51,7.86,7.29
4701.85,18.21,11.56,8.13
4701.95,24.58,14.67,8.81
4702.05,31.14,17.02,9.34
4702.15,37.35,18.55,9.72
4702.25,42.71,19.22,9.96
4702.35,46.73,19.01,10.07
4702.45,49.03,17.97,10.06
4702.55,49.39,16.20,9.95
4702.65,47.73,13.79,9.75
4702.75,44.13,10.89,9.45
4702.85,38.91,7.64,9.09
4702.95,32.49,4.18,8.66
4703.05,25.44,0.70,8.18
4703.15,18.40,-2.69,7.67
4703.25,12.02,-5.85,7.11
4703.35,6.90,-8.67,6.54
4703.45,3.50,-11.06,5.95
4703.55,2.14,-12.96,5.35
4703.65,2.92,-14.33,4.77
4703.75,5.74,-15.15,4.19
4703.85,10.29,-15.44,3.64
4703.95,16.08,-15.21,3.11
4704.05,22.53,-14.52,2.61
4704.15,28.98,-13.42,2.15
4704.25,34.80,-11.98,1.73
4704.35,39.43,-10.28,1.36
4704.46,42.45,-8.38,1.03
4704.56,43.64,-6.37,0.75
4704.65,42.96,-4.32,0.52
4704.75,40.57,-2.29,0.34
4704.85,36.80,-0.34,0.20
4704.96,32.11,1.47,0.10
4705.06,27.04,3.11,0.04
4705.15,22.13,4.55,0.01
4705.25,17.86,5.77,0.00
4705.35,14.61,6.75,0.01
4705.46,12.63,7.49,0.01
4705.56,12.02,8.00,0.02
4705.65,12.71,8.28,0.01
4705.75,14.53,8.36,-0.04
4705.85,17.17,8.25,-0.12
4705.96,20.28,7.98,-0.25
4706.06,23.50,7.57,-0.44
4706.15,26.50,7.05,-0.69
4706.25,29.00,6.44,-1.03
4706.36,30.81,5.76,-1.44
4706.46,31.84,5.06,-1.93
4706.56,32.10,4.34,-2.49
4706.66,31.67,3.62,-3.11
4706.76,30.68,2.93,-3.79
4706.86,29.33,2.27,-4.50
4706.96,27.81,1.65,-5.22
4707.06,26.30,1.09,-5.92
4707.16,24.94,0.60,-6.57
4707.26,23.85,0.16,-7.11
4707.36,23.08,-0.20,-7.52
4707.46,22.65,-0.50,-7.75
4707.56,22.53,-0.74,-7.75
4707.66,22.66,-0.91,-7.48
4707.76,22.97,-1.03,-6.90
4707.86,23.39,-1.10,-5.97
4707.96,23.85,-1.12,-4.68
4708.06,24.28,-1.11,-3.02
4708.16,24.65,-1.06,-1.01
4708.26,24.94,-0.99,1.35
4708.36,25.15,-0.90,3.99
4708.46,25.29,-0.80,6.85
4708.56,25.38,-0.69,9.83
4708.66,25.43,-0.58,12.81
4708.76,25.47,-0.47,15.66
4708.86,25.51,-0.37,18.24
4708.96,25.54,-0.28,20.38
4709.06,25.57,-0.19,21.93
4709.16,25.58,-0.13,22.74
4709.26,25.55,-0.07,22.68
4709.36,25.45,-0.03,21.64
4709.46,25.28,-0.01,19.57
4709.56,25.01,-0.00,16.45
4709.66,24.65,-0.00,12.32
4709.76,24.19,-0.02,7.30
4709.86,23.65,-0.04,1.57
4709.96,23.06,-0.07,-4.65
4710.06,22.45,-0.10,-11.07
4710.16,21.86,-0.14,-17.34
4710.26,21.35,-0.17,-23.10
4710.36,20.94,-0.19,-27.97
4710.46,20.71,-0.21,-31.61
4710.56,20.67,-0.21,-33.69
4710.66,20.87,-0.20,-33.99
4710.76,21.31,-0.17,-32.35
4710.86,22.01,-0.11,-28.76
4710.96,22.95,-0.03,-23.32
4711.06,24.13,0.08,-16.25
4711.16,25.50,0.22,-7.92
4711.26,27.03,0.40,1.20
4711.36,28.67,0.60,10.53
4711.46,30.37,0.84,19.46
4711.56,32.06,1.12,27.35
4711.66,33.69,1.43,33.63
4711.76,35.19,1.77,37.78
4711.86,36.51,2.15,39.43
4711.96,37.60,2.56,38.38
4712.06,38.43,2.99,34.64
4712.16,38.94,3.44,28.39
4712.26,39.12,3.91,20.04
4712.36,38.97,4.39,10.15
4712.46,38.46,4.87,-0.53
4712.56,37.59,5.36,-11.22
4712.66,36.41,5.83,-21.09
4712.76,34.90,6.27,-29.37
4712.86,33.12,6.69,-35.40
4712.96,31.08,7.06,-38.70
4713.06,28.85,7.39,-39.01
4713.16,26.43,7.65,-36.30
4713.26,23.90,7.83,-30.81
4713.36,21.31,7.93,-22.99
4713.46,18.69,7.93,-13.50
4713.56,16.11,7.82,-3.14
4713.66,13.60,7.59,7.28
4713.76,11.22,7.24,16.86
4713.86,9.01,6.75,24.87
4713.96,7.00,6.12,30.68
4714.06,5.23,5.35,33.88
4714.16,3.74,4.44,34.28
4714.26,2.52,3.38,31.95
4714.36,1.63,2.19,27.17
4714.46,1.07,0.87,20.43
4714.56,0.84,-0.56,12.37
4714.66,0.96,-2.08,3.70
4714.76,1.42,-3.69,-4.84
4714.86,2.21,-5.35,-12.57
4714.96,3.33,-7.03,-18.91
4715.06,4.76,-8.69,-23.42
4715.16,6.47,-10.32,-25.86
4715.26,8.43,-11.86,-26.16
4715.36,10.61,-13.28,-24.44
4715.46,13.00,-14.53,-20.98
4715.56,15.54,-15.57,-16.20
4715.66,18.19,-16.36,-10.55
4715.76,20.93,-16.87,-4.57
4715.86,23.70,-17.05,1.25
4715.96,26.43,-16.89,6.49
4716.06,29.10,-16.36,10.80
4716.16,31.68,-15.44,13.93
4716.26,34.11,-14.13,15.78
4716.36,36.32,-12.45,16.33
4716.46,38.30,-10.41,15.68
4716.56,40.01,-8.03,14.03
4716.66,41.43,-5.38,11.62
4716.76,42.51,-2.50,8.71
4716.86,43.24,0.53,5.58
4716.96,43.61,3.64,2.49
4717.06,43.61,6.73,-0.34
4717.16,43.24,9.72,-2.74
4717.26,42.52,12.49,-4.61
4717.36,41.47,14.96,-5.89
4717.46,40.11,17.02,-6.59
4717.56,38.50,18.59,-6.74
4717.66,36.65,19.60,-6.44
4717.76,34.64,19.98,-5.79
4717.86,32.52,19.71,-4.89
4717.96,30.34,18.76,-3.87
4718.06,28.18,17.14,-2.83
4718.16,26.08,14.90,-1.84
4718.26,24.12,12.10,-0.98
4718.36,22.34,8.84,-0.28
4718.46,20.80,5.23,0.23
4718.56,19.53,1.40,0.57
4718.66,18.56,-2.49,0.74
4718.76,17.91,-6.27,0.77
4718.86,17.58,-9.79,0.71
4718.96,17.56,-12.88,0.58
4719.06,17.83,-15.41,0.43
4719.16,18.35,-17.25,0.28
4719.26,19.08,-18.31,0.15
4719.36,19.96,-18.55,0.06
4719.46,20.94,-17.94,0.01
4719.56,21.96,-16.50,0.00
4719.66,22.96,-14.31,0.02
4719.76,23.89,-11.48,0.05
4719.86,24.70,-8.15,0.07
4719.96,25.38,-4.48,0.07
4720.06,25.90,-0.68,0.03
4720.16,26.24,3.06,-0.07
4720.26,26.43,6.55,-0.25
4720.36,26.48,9.59,-0.51
4720.46,26.41,12.04,-0.86
4720.56,26.26,13.76,-1.29
4720.66,26.06,14.68,-1.79
4720.76,25.84,14.77,-2.36
4720.86,25.62,14.04,-2.97
4720.96,25.43,12.56,-3.60
4721.06,25.26,10.44,-4.24
4721.16,25.11,7.81,-4.86
4721.26,24.98,4.87,-5.43
4721.36,24.86,1.78,-5.93
4721.46,24.71,-1.24,-6.34
4721.56,24.55,-4.03,-6.64
4721.66,24.37,-6.42,-6.80
4721.76,24.17,-8.29,-6.82
4721.86,23.99,-9.54,-6.68
4721.96,23.85,-10.14,-6.38
4722.06,23.81,-10.07,-5.90
4722.16,23.91,-9.39,-5.26
4722.26,24.18,-8.18,-4.44
4722.36,24.65,-6.56,-3.46
4722.46,25.33,-4.65,-2.33
4722.56,26.18,-2.61,-1.04
4722.66,27.13,-0.58,0.37
4722.76,28.10,1.31,1.91
4722.86,28.95,2.94,3.55
4722.96,29.56,4.23,5.28
4723.06,29.79,5.11,7.08
4723.16,29.53,5.58,8.95
4723.26,28.72,5.64,10.85
4723.36,27.34,5.32,12.77
4723.46,25.46,4.69,14.68
4723.56,23.21,3.84,16.58
4723.66,20.78,2.84,18.46
4723.76,18.45,1.79,20.29
4723.86,16.49,0.76,22.06
4723.96,15.18,-0.16,23.75
4724.06,14.76,-0.94,25.37
4724.16,15.38,-1.52,26.87
4724.26,17.11,-1.90,28.27
4724.37,19.88,-2.09,29.56
4724.46,23.49,-2.09,30.70
4724.56,27.62,-1.95,31.71
4724.67,31.86,-1.69,32.57
4724.77,35.75,-1.37,33.27
4724.87,38.85,-1.02,33.81
4724.96,40.73,-0.67,34.18
4725.06,41.11,-0.37,34.38
4725.17,39.83,-0.12,34.40
4725.27,36.93,0.07,34.23
4725.37,32.61,0.18,33.88
4725.46,27.24,0.24,33.34
4725.56,21.36,0.24,32.61
4725.67,15.54,0.21,31.69
4725.77,10.38,0.16,30.58
4725.87,6.46,0.10,29.27
4725.96,4.21,0.06,27.77
4726.06,3.92,0.02,26.09
4726.17,5.67,0.00,24.23
4726.27,9.35,0.00,22.20
4726.37,14.62,0.00,19.99
4726.47,21.01,0.01,17.62
4726.57,27.91,0.00,15.10
4726.67,34.69,-0.02,12.46
4726.77,40.69,-0.08,9.68
4726.87,45.36,-0.16,6.80
4726.97,48.27,-0.27,3.84
4727.07,49.16,-0.41,0.81
4727.17,47.95,-0.57,-2.27
4727.27,44.79,-0.72,-5.37
4727.37,39.96,-0.87,-8.46
4727.47,33.92,-0.98,-11.51
4727.57,27.19,-1.04,-14.48
4727.67,20.34,-1.03,-17.35
4727.77,13.94,-0.93,-20.08
4727.87,8.48,-0.75,-22.63
4727.97,4.37,-0.46,-24.98
4728.07,1.87,-0.08,-27.08
4728.17,1.11,0.39,-28.90
4728.27,2.08,0.94,-30.40
4728.37,4.62,1.55,-31.54
4728.47,8.47,2.18,-32.32
4728.57,13.31,2.83,-32.70
4728.67,18.74,3.44,-32.66
4728.77,24.36,3.99,-32.19
4728.87,29.78,4.46,-31.29
4728.97,34.66,4.80,-29.97
4729.07,38.73,5.00,-28.22
4729.17,41.78,5.03,-26.08
4729.27,43.71,4.88,-23.57
4729.37,44.50,4.55,-20.75
4729.47,44.18,4.03,-17.65
4729.57,42.86,3.32,-14.34
4729.67,40.72,2.44,-10.89
4729.77,37.93,1.41,-7.37
4729.87,34.71,0.24,-3.87
4729.97,31.27,-1.02,-0.46
4730.07,27.81,-2.36,2.77
4730.17,24.51,-3.74,5.74
4730.27,21.53,-5.11,8.37
4730.37,18.96,-6.46,10.61
4730.47,16.89,-7.73,12.40
4730.57,15.37,-8.91,13.70
4730.67,14.39,-9.95,14.49
4730.77,13.93,-10.84,14.77
4730.87,13.95,-11.55,14.54
4730.97,14.39,-12.06,13.85
4731.07,15.18,-12.37,12.73
4731.17,16.22,-12.46,11.27
4731.27,17.45,-12.32,9.54
4731.37,18.77,-11.97,7.64
4731.47,20.13,-11.40,5.66
4731.57,21.46,-10.63,3.68
4731.67,22.70,-9.66,1.82
4731.77,23.83,-8.52,0.14
4731.87,24.80,-7.22,-1.29
4731.97,25.62,-5.79,-2.42
4732.07,26.26,-4.23,-3.23
4732.17,26.73,-2.59,-3.71
4732.27,27.05,-0.87,-3.88
4732.37,27.22,0.88,-3.78
4732.47,27.28,2.66,-3.45
4732.57,27.23,4.43,-2.97
4732.67,27.10,6.18,-2.39
4732.77,26.92,7.89,-1.79
4732.87,26.71,9.53,-1.21
4732.97,26.48,11.09,-0.71
4733.07,26.25,12.56,-0.32
4733.17,26.03,13.91,-0.04
4733.27,25.83,15.14,0.12
4733.37,25.67,16.24,0.17
4733.47,25.53,17.20,0.16
4733.57,25.42,18.01,0.11
4733.67,25.34,18.67,0.05
4733.77,25.28,19.18,0.01
4733.87,25.23,19.53,0.00
4733.97,25.19,19.73,0.04
4734.07,25.15,19.77,0.09
4734.17,25.09,19.67,0.14
4734.27,25.01,19.42,0.15
4734.37,24.89,19.03,0.08
4734.47,24.73,18.50,-0.10
4734.57,24.53,17.85,-0.40
4734.67,24.27,17.08,-0.83
4734.77,23.96,16.20,-1.36
4734.87,23.59,15.22,-1.92
4734.97,23.16,14.15,-2.45
4735.07,22.69,12.99,-2.86
4735.17,22.18,11.76,-3.03
4735.27,21.64,10.47,-2.88
4735.37,21.08,9.14,-2.34
4735.47,20.52,7.75,-1.37
4735.57,19.98,6.34,0.01
4735.67,19.47,4.91,1.73
4735.77,19.02,3.47,3.66
4735.87,18.66,2.04,5.63
4735.97,18.39,0.61,7.43
4736.07,18.26,-0.79,8.84
4736.17,18.28,-2.16,9.63
4736.27,18.47,-3.49,9.62
4736.37,18.84,-4.77,8.71
4736.47,19.42,-5.99,6.83
4736.57,20.22,-7.14,4.05
4736.67,21.24,-8.21,0.52
4736.77,22.48,-9.21,-3.52
4736.87,23.92,-10.11,-7.73
4736.97,25.57,-10.91,-11.74
4737.07,27.39,-11.62,-15.16
4737.17,29.36,-12.21,-17.62
4737.27,31.42,-12.70,-18.81
4737.37,33.53,-13.07,-18.51
4737.47,35.62,-13.33,-16.62
4737.57,37.65,-13.47,-13.18
4737.67,39.53,-13.50,-8.39
4737.77,41.19,-13.41,-2.54
4737.87,42.56,-13.20,3.93
4737.97,43.56,-12.89,10.55
4738.07,44.11,-12.47,16.77
4738.17,44.16,-11.95,22.09
4738.27,43.65,-11.34,26.03
4738.37,42.56,-10.64,28.24
4738.47,40.86,-9.87,28.47
4738.57,38.56,-9.03,26.65
4738.67,35.70,-8.14,22.83
4738.77,32.33,-7.20,17.25
4738.87,28.54,-6.23,10.25
4738.97,24.46,-5.25,2.29
4739.07,20.21,-4.26,-6.08
4739.17,15.97,-3.29,-14.32
4739.27,11.92,-2.33,-21.86
4739.37,8.21,-1.42,-28.24
4739.47,5.07,-0.55,-33.01
4739.57,2.66,0.26,-35.89
4739.67,1.13,0.99,-36.69
4739.77,0.60,1.64,-35.39
4739.87,1.16,2.21,-32.07
4739.97,2.83,2.68,-26.94
4740.07,5.58,3.05,-20.32
4740.17,9.30,3.33,-12.57
4740.27,13.85,3.51,-4.16
4740.37,19.02,3.58,4.47
4740.47,24.51,3.57,12.87
4740.57,30.04,3.48,20.63
4740.67,35.29,3.31,27.40
4740.77,39.96,3.09,32.88
4740.87,43.72,2.81,36.87
4740.97,46.33,2.49,39.25
4741.07,47.61,2.15,39.98
4741.17,47.46,1.80,39.10
4741.27,45.89,1.45,36.72
4741.37,42.99,1.12,33.00
4741.47,38.96,0.81,28.16
4741.57,34.08,0.54,22.47
4741.67,28.74,0.31,16.17
4741.77,23.30,0.12,9.53
4741.87,18.17,-0.02,2.78
4741.97,13.74,-0.12,-3.82
4742.07,10.34,-0.17,-10.07
4742.17,8.21,-0.19,-15.75
4742.27,7.48,-0.19,-20.77
4742.37,8.16,-0.16,-25.01
4742.47,10.15,-0.12,-28.41
4742.57,13.22,-0.08,-30.93
4742.67,17.06,-0.04,-32.57
4742.77,21.31,-0.01,-33.36
4742.87,25.57,-0.00,-33.35
4742.97,29.47,-0.00,-32.61
4743.07,32.66,-0.02,-31.24
4743.17,34.91,-0.04,-29.32
4743.27,36.09,-0.06,-26.94
4743.37,36.16,-0.07,-24.23
4743.47,35.21,-0.06,-21.26
4743.57,33.42,-0.02,-18.11
4743.67,31.04,0.05,-14.90
4743.77,28.36,0.17,-11.69
4743.87,25.69,0.33,-8.56
4743.97,23.28,0.53,-5.56
4744.07,21.36,0.76,-2.73
4744.17,20.06,1.01,-0.12
4744.27,19.42,1.26,2.26
4744.38,19.44,1.48,4.37
4744.48,20.01,1.64,6.21
4744.58,20.99,1.72,7.77
4744.67,22.20,1.68,9.06
4744.77,23.47,1.52,10.09
4744.88,24.65,1.20,10.86
4744.98,25.62,0.73,11.39
4745.08,26.31,0.10,11.70
4745.17,26.71,-0.66,11.83
4745.27,26.82,-1.51,11.77
4745.38,26.71,-2.42,11.55
4745.48,26.43,-3.32,11.21
4745.58,26.08,-4.14,10.75
4745.67,25.71,-4.81,10.21
4745.77,25.37,-5.27,9.60
4745.88,25.09,-5.44,8.92
4745.98,24.88,-5.28,8.22
4746.08,24.73,-4.74,7.50
4746.17,24.63,-3.83,6.77
4746.27,24.55,-2.56,6.05
4746.38,24.49,-0.98,5.34
4746.48,24.45,0.84,4.66
4746.58,24.43,2.80,4.02
4746.68,24.46,4.76,3.42
4746.78,24.57,6.60,2.86
4746.88,24.77,8.17,2.36
4746.98,25.09,9.33,1.91
4747.08,25.52,9.98,1.50
4747.18,26.05,10.01,1.16
4747.28,26.61,9.38,0.86
4747.38,27.16,8.08,0.62
4747.48,27.61,6.15,0.42
4747.58,27.88,3.68,0.27
4747.68,27.91,0.79,0.16
4747.78,27.62,-2.32,0.08
4747.88,27.00,-5.47,0.03
4747.98,26.04,-8.44,0.01
4748.08,24.78,-11.02,0.00
4748.18,23.30,-13.00,0.00
4748.28,21.70,-14.23,0.00
4748.38,20.10,-14.58,-0.00
4748.48,18.66,-13.98,-0.02
4748.58,17.52,-12.45,-0.06
4748.68,16.79,-10.03,-0.12
4748.78,16.58,-6.87,-0.23
4748.88,16.96,-3.14,-0.38
4748.98,17.95,0.92,-0.58
4749.08,19.53,5.06,-0.83
4749.18,21.64,9.00,-1.15
4749.28,24.18,12.49,-1.53
4749.38,27.01,15.28,-1.98
4749.48,29.97,17.19,-2.49
4749.58,32.88,18.07,-3.08
4749.68,35.57,17.85,-3.72
4749.78,37.90,16.53,-4.42
4749.88,39.70,14.18,-5.17
4749.98,40.87,10.92,-5.96
4750.08,41.33,6.96,-6.76
4750.18,41.05,2.54,-7.57
4750.28,40.01,-2.08,-8.36
4750.38,38.26,-6.63,-9.11
4750.48,35.86,-10.83,-9.79
4750.58,32.92,-14.43,-10.37
4750.68,29.54,-17.24,-10.82
4750.78,25.88,-19.09,-11.09
4750.88,22.06,-19.88,-11.17
4750.98,18.25,-19.59,-11.02
4751.08,14.58,-18.25,-10.59
4751.18,11.18,-15.94,-9.88
4751.28,8.17,-12.81,-8.84
4751.38,5.65,-9.04,-7.47
4751.48,3.68,-4.83,-5.74
4751.58,2.32,-0.43,-3.66
4751.68,1.60,3.94,-1.27
4751.78,1.51,8.06,1.44
4751.88,2.04,11.73,4.41
4751.98,3.16,14.79,7.60
4752.08,4.81,17.10,10.93
4752.18,6.95,18.58,14.33
4752.28,9.48,19.20,17.67
4752.38,12.35,18.95,20.85
4752.48,15.44,17.88,23.73
4752.58,18.70,16.08,26.17
4752.68,22.03,13.66,28.06
4752.78,25.37,10.75,29.24
4752.88,28.63,7.50,29.63
4752.98,31.75,4.06,29.10
4753.08,34.66,0.60,27.58
4753.18,37.32,-2.77,25.05
4753.28,39.68,-5.90,21.49
4753.38,41.72,-8.69,16.97
4753.48,43.41,-11.06,11.56
4753.58,44.75,-12.93,5.42
4753.68,45.71,-14.28,-1.24
4753.78,46.30,-15.09,-8.16
4753.88,46.54,-15.36,-15.08
4753.98,46.42,-15.13,-21.66
4754.08,45.98,-14.44,-27.58
4754.18,45.25,-13.35,-32.52
4754.28,44.25,-11.93,-36.17
4754.38,43.00,-10.24,-38.28
4754.48,41.55,-8.36,-38.64
4754.58,39.93,-6.37,-37.15
4754.68,38.19,-4.34,-33.77
4754.78,36.35,-2.34,-28.59
4754.88,34.45,-0.41,-21.81
4754.98,32.52,1.39,-13.73
4755.08,30.62,3.01,-4.79
4755.18,28.76,4.44,4.55
4755.28,26.97,5.65,13.77
4755.38,25.28,6.62,22.26
4755.48,23.73,7.36,29.52
4755.58,22.31,7.87,35.04
4755.68,21.06,8.16,38.45
4755.78,19.99,8.24,39.47
4755.88,19.10,8.14,38.01
4755.98,18.41,7.88,34.13
4756.08,17.90,7.49,28.05
4756.18,17.58,6.98,20.18
4756.28,17.44,6.39,11.05
4756.38,17.48,5.73,1.29
4756.48,17.67,5.04,-8.42
4756.58,17.99,4.33,-17.37
4756.68,18.43,3.63,-24.93
4756.78,18.97,2.95,-30.53
4756.88,19.58,2.30,-33.81
4756.98,20.24,1.69,-34.53
4757.08,20.93,1.14,-32.69
4757.18,21.62,0.65,-28.49
4757.28,22.29,0.23,-22.31
4757.38,22.93,-0.14,-14.66
4757.48,23.51,-0.43,-6.20
4757.58,24.03,-0.67,2.37
4757.68,24.47,-0.84,10.35
4757.78,24.83,-0.96,17.16
4757.88,25.11,-1.03,22.29
4757.98,25.32,-1.06,25.40
4758.08,25.45,-1.05,26.35
4758.18,25.53,-1.01,25.16
4758.28,25.56,-0.94,22.07
4758.38,25.56,-0.86,17.42
4758.48,25.54,-0.76,11.73
4758.58,25.52,-0.65,5.51
4758.68,25.50,-0.55,-0.68
4758.78,25.50,-0.44,-6.31
4758.88,25.51,-0.34,-10.97
4758.98,25.53,-0.25,-14.36
4759.08,25.55,-0.18,-16.31
4759.18,25.57,-0.11,-16.77
4759.28,25.55,-0.06,-15.85
4759.38,25.48,-0.03,-13.79
4759.48,25.34,-0.01,-10.85
4759.58,25.11,-0.00,-7.39
4759.68,24.78,-0.01,-3.76
4759.78,24.35,-0.02,-0.28
4759.88,23.81,-0.05,2.77
4759.98,23.19,-0.08,5.18
4760.08,22.53,-0.12,6.84
4760.18,21.87,-0.15,7.72
4760.28,21.28,-0.19,7.86
4760.38,20.81,-0.22,7.36
4760.48,20.56,-0.23,6.38
4760.58,20.59,-0.24,5.07
4760.68,20.97,-0.23,3.62
4760.78,21.73,-0.20,2.17
4760.88,22.88,-0.14,0.87
4760.98,24.42,-0.06,-0.21
4761.08,26.27,0.05,-1.01
4761.18,28.33,0.19,-1.51
4761.28,30.47,0.36,-1.74
4761.38,32.50,0.57,-1.73
4761.48,34.25,0.81,-1.56
4761.58,35.50,1.09,-1.28
4761.68,36.07,1.40,-0.96
4761.78,35.82,1.75,-0.65
4761.88,34.67,2.13,-0.39
4761.98,32.58,2.54,-0.19
4762.08,29.65,2.97,-0.07
4762.18,26.02,3.43,-0.01
4762.28,21.95,3.91,0.00
4762.38,17.77,4.40,0.00
4762.48,13.85,4.90,0.01
4762.58,10.58,5.39,0.04
4762.68,8.33,5.87,0.13
4762.78,7.40,6.34,0.26
4762.88,8.00,6.77,0.44
4762.98,10.19,7.16,0.65
4763.08,13.89,7.49,0.87
4763.18,18.82,7.77,1.06
