Nama Perenang:,Phelp
Gaya Renang:,Gaya Bebas
Time:,130526-1844
TimeStamp(s),Force(Kg),Roll(Deg),Pitch(Deg)
7149.18,11.59,-14.60,-39.52
7149.28,25.07,15.80,38.05
7149.38,2.15,-16.94,-33.44
7149.48,35.76,-10.36,4.66
7149.58,33.45,16.46,30.05
7149.68,3.61,-0.04,5.50
7149.78,21.29,-13.06,-2.51
7149.88,27.08,10.37,31.73
7149.98,49.78,-13.80,22.76
7150.08,12.78,-16.75,-35.09
7150.18,36.13,-6.41,0.66
7150.28,41.55,-18.12,-9.66
7150.38,45.04,4.61,-35.37
7150.48,7.85,-0.78,18.82
7150.58,49.23,6.54,-36.15
7150.68,3.29,2.83,-33.63
7150.78,23.34,-9.96,-34.17
7150.88,39.03,8.29,-18.38
7150.98,25.74,-4.04,-17.49
7151.08,11.18,17.28,3.04
7151.18,4.01,-12.74,-22.10
7151.28,15.08,-3.76,26.15
7151.38,4.69,2.33,-17.80
7151.48,47.50,17.65,36.85
7151.58,5.66,15.41,-35.60
7151.68,20.04,12.93,30.65
7151.78,1.40,7.51,-30.10
7151.88,45.91,9.11,-12.42
7151.98,28.13,10.92,16.28
7152.08,41.90,8.19,2.67
7152.18,13.95,18.88,28.56
7152.28,12.67,9.92,24.69
7152.38,13.44,-16.16,-12.76
7152.48,19.32,-17.93,29.13
7152.58,39.79,-7.14,11.41
7152.68,16.02,-6.40,10.96
7152.78,17.26,13.95,26.25
7152.88,2.86,-14.31,11.32
7152.98,44.19,-18.00,16.74
7153.08,39.76,-3.41,-18.64
7153.18,36.17,-3.69,-23.53
7153.28,44.43,8.11,-29.22
7153.38,28.20,4.99,-6.84
7153.48,6.66,2.54,-35.96
7153.58,8.88,-6.90,22.20
7153.68,30.64,13.03,-21.66
7153.78,46.29,5.03,32.30
7153.88,40.68,-15.89,-17.18
7153.98,13.81,11.84,13.29
7154.08,27.79,10.48,30.59
7154.18,37.52,11.85,-8.12
7154.28,14.14,-0.31,-0.26
7154.38,3.07,10.48,-3.19
7154.48,19.97,-11.79,-19.80
7154.58,22.87,-6.55,25.74
7154.68,20.99,-5.58,9.44
7154.78,2.05,-3.16,24.71
7154.88,5.25,-2.96,32.58
7154.98,18.28,12.01,19.14
7155.08,22.32,7.55,-34.21
7155.18,12.00,-9.93,-14.27
7155.28,27.45,5.09,19.97
7155.38,26.15,10.93,-15.93
7155.48,4.47,-19.98,-9.64
7155.58,41.06,17.45,-20.32
7155.68,14.11,3.37,-26.87
7155.78,17.72,-6.34,20.41
7155.88,17.05,-7.09,32.91
7155.98,5.39,15.58,2.41
7156.08,49.17,7.55,35.56
7156.18,21.76,19.79,-25.32
7156.28,8.33,-19.63,27.29
7156.38,3.75,-5.31,20.25
7156.48,32.05,-19.47,38.49
7156.58,36.28,10.78,27.98
7156.68,6.62,-1.06,34.24
7156.78,10.10,-10.70,38.41
7156.88,31.02,-5.62,35.94
7156.98,10.54,2.09,34.31
7157.08,28.28,8.28,14.96
7157.18,1.02,0.02,-31.68
7157.28,5.60,-0.97,27.23
7157.38,39.49,0.01,39.21
7157.48,49.19,-4.45,-8.11
7157.58,23.78,-15.15,11.49
7157.68,37.10,-9.48,2.88
7157.78,30.88,-14.87,-26.68
7157.88,5.04,9.54,5.94
7157.98,4.24,8.39,-24.43
7158.08,0.95,-1.32,34.62
7158.18,1.12,-11.27,-11.46
7158.28,28.23,-6.13,31.94
7158.38,21.10,-12.06,17.31
7158.48,14.34,6.84,-2.63
7158.58,1.35,14.45,10.32
7158.68,9.92,-18.79,-9.80
7158.78,8.30,-8.47,-10.14
7158.88,0.18,-17.56,38.04
7158.98,26.12,-14.43,21.73
7159.08,36.46,7.87,-28.37
7159.18,41.39,16.13,-14.40
7159.28,10.50,-8.86,-28.94
7159.38,12.60,-6.98,-28.89
7159.48,45.50,1.00,33.92
7159.58,23.31,6.28,2.61
7159.68,18.80,-0.87,26.73
7159.78,44.58,1.91,-0.91
7159.88,30.35,-8.20,-7.22
7159.98,25.37,-14.88,-26.78
7160.08,19.33,-10.62,12.87
7160.18,6.03,-16.65,17.33
7160.28,19.73,-18.38,15.89
7160.38,6.99,-3.06,4.74
7160.48,14.73,8.53,11.36
7160.58,22.59,-19.00,23.01
7160.68,16.11,8.43,15.44
7160.78,43.51,19.02,-11.07
7160.88,43.88,15.56,38.64
7160.98,37.66,-16.91,30.77
7161.08,34.36,-12.17,-23.10
7161.18,20.99,-14.05,-4.33
7161.28,2.36,-2.76,-34.33
7161.38,17.71,16.53,-2.30
7161.48,24.18,17.50,34.87
7161.58,38.04,-9.27,25.23
7161.68,26.43,11.08,11.43
7161.78,11.46,11.45,-13.50
7161.88,6.51,-4.19,4.79
7161.98,31.65,-3.34,35.46
7162.08,21.42,1.46,33.07
7162.18,43.29,-15.11,-22.88
7162.28,1.71,18.03,0.04
7162.38,42.56,12.72,34.70
7162.48,4.85,-9.44,-37.04
7162.58,43.84,-11.45,-7.09
7162.68,30.87,7.35,30.64
7162.78,28.04,13.20,-2.39
7162.88,15.26,18.10,-9.65
7162.98,25.59,13.44,-12.88
7163.08,13.08,11.48,1.06
7163.18,2.31,13.84,-20.57
7163.28,0.32,-2.14,-26.08
7163.38,20.65,1.21,15.85
7163.48,20.11,17.00,26.30
7163.58,24.18,3.02,-18.69
7163.68,16.06,-11.07,22.72
7163.78,4.54,-19.60,23.82
7163.88,20.39,-18.96,-0.51
7163.98,12.96,18.60,31.92
7164.08,14.90,-11.96,-5.53
7164.18,7.85,10.15,-34.11
7164.28,39.75,-17.81,21.33
7164.38,18.65,11.30,-25.32
7164.48,33.75,-14.06,36.24
7164.58,48.03,7.93,-5.22
7164.68,34.96,0.07,-6.64
7164.78,46.18,-5.48,34.41
7164.88,42.46,-5.56,-2.35
7164.98,5.73,5.56,1.80
7165.08,8.97,5.33,-39.07
7165.18,44.21,-8.00,17.20
7165.28,26.30,7.92,-16.18
7165.38,17.69,11.51,3.12
7165.48,3.76,-4.99,31.72
7165.58,23.42,-12.56,38.66
7165.69,49.56,-15.44,-3.73
7165.79,19.08,17.95,10.48
7165.88,11.21,-15.20,30.36
7165.98,19.00,-12.88,4.72
7166.08,8.92,-19.07,-29.45
7166.19,7.15,-10.47,15.17
7166.29,9.04,16.07,-24.84
7166.38,8.74,12.90,-14.98
7166.48,45.10,9.96,25.97
7166.58,3.68,4.05,-15.12
7166.69,0.58,-9.80,27.57
7166.79,30.25,-0.43,-9.01
7166.88,45.98,18.84,-38.76
7166.98,36.22,12.47,14.09
7167.08,15.77,-10.33,-21.64
7167.19,30.58,8.90,31.87
7167.29,49.49,3.67,-8.06
7167.38,13.75,18.83,30.10
7167.48,27.96,5.61,5.49
7167.59,18.09,-10.63,17.99
7167.69,20.88,8.38,-0.83
7167.79,2.49,15.91,24.69
7167.89,15.91,18.28,-7.46
7167.99,44.59,13.83,-28.42
7168.09,40.09,1.72,-16.09
7168.19,47.24,10.70,25.72
7168.29,38.00,-12.35,-24.62
7168.39,24.27,-19.83,20.50
7168.49,28.92,14.38,1.58
7168.59,25.84,3.73,-29.74
7168.69,48.94,-14.22,-9.63
7168.79,42.88,5.49,33.38
7168.89,4.22,0.45,38.58
7168.99,35.02,-6.76,22.04
7169.09,37.07,3.69,-6.00
7169.19,0.30,9.24,2.91
7169.29,19.83,-3.02,-28.52
7169.39,44.42,5.56,1.03
7169.49,32.14,-18.46,-13.44
7169.59,7.95,-19.79,10.39
7169.69,38.13,4.58,-9.36
7169.79,47.46,19.52,-32.28
7169.89,28.34,-0.22,-3.73
7169.99,25.59,2.02,10.64
7170.09,18.47,17.35,-35.01
7170.19,44.57,14.68,24.53
7170.29,30.22,11.49,39.53
7170.39,20.69,-2.03,20.36
7170.49,9.66,10.64,-38.66
7170.59,46.85,-9.98,34.92
7170.69,15.97,17.45,-21.08
7170.79,16.30,1.65,25.11
7170.89,32.17,-10.39,-30.83
7170.99,13.52,-3.69,-39.24
7171.09,12.81,-12.81,-8.79
7171.19,23.94,13.54,1.23
7171.29,22.36,-18.38,-1.00
7171.39,11.99,10.97,-19.70
7171.49,15.42,-17.59,35.40
7171.59,21.21,-8.13,-13.52
7171.69,8.73,2.49,17.55
7171.79,11.12,6.71,-23.17
7171.89,6.02,17.50,-15.66
7171.99,46.45,-7.54,-39.93
7172.09,38.28,-17.09,-26.89
7172.19,18.87,-13.46,35.50
7172.29,47.57,-16.11,-25.02
7172.39,23.49,13.59,-22.33
7172.49,35.03,-2.33,15.60
7172.59,17.07,-7.04,-29.82
7172.69,2.46,9.61,-21.51
7172.79,30.01,17.47,-4.95
7172.89,14.03,4.13,-37.74
7172.99,20.57,-16.74,23.02
7173.09,8.03,4.89,-33.65
7173.19,31.94,19.43,15.03
7173.29,20.75,16.73,-24.02
7173.39,35.44,-0.77,26.17
7173.49,41.69,-5.06,-12.38
7173.59,45.23,-1.86,3.83
7173.69,37.16,7.41,36.87
7173.79,14.33,-17.36,1.81
7173.89,31.38,-8.95,23.60
7173.99,2.50,-10.15,20.33
7174.09,33.23,16.10,-35.15
7174.19,24.79,-6.66,-23.37
7174.29,18.40,-14.85,33.34
7174.39,18.64,19.28,-17.54
7174.49,43.58,5.89,-33.03
7174.59,10.94,8.29,14.06
7174.69,16.21,1.33,23.62
7174.79,16.07,-4.93,-14.20
7174.89,33.97,-17.09,14.05
7174.99,6.17,-13.82,35.31
7175.09,28.92,-13.09,-38.87
7175.19,24.78,6.97,36.94
7175.29,31.37,14.72,-13.02
7175.39,47.81,15.33,-39.00
7175.49,46.83,12.65,10.17
7175.59,42.50,12.12,2.80
7175.69,31.49,12.49,14.39
7175.79,2.08,-8.74,20.23
7175.89,11.59,-18.87,8.36
7175.99,45.66,-1.72,2.01
7176.09,34.53,-4.17,5.00
7176.19,10.61,7.60,18.75
7176.29,48.14,8.47,13.87
7176.39,41.79,3.63,-25.65
7176.49,30.00,-19.56,28.32
7176.59,28.32,-5.40,27.11
7176.69,17.88,11.70,-4.91
7176.79,30.66,17.47,-32.08
7176.89,30.29,-1.45,-17.22
7176.99,45.08,-4.33,32.86
7177.09,0.94,-3.49,-17.38
7177.19,15.77,15.65,35.47
7177.29,1.79,-10.04,7.78
7177.39,13.07,-0.98,-31.70
7177.49,19.65,12.76,-23.62
7177.59,16.55,-18.30,22.08
7177.69,6.87,19.85,21.99
7177.79,35.57,16.00,25.97
7177.89,13.16,0.35,32.16
7177.99,21.91,0.77,6.58
7178.09,44.39,18.73,35.97
7178.19,49.39,-5.87,35.67
7178.29,47.80,-18.19,38.20
7178.39,22.20,-18.82,-12.68
7178.49,3.91,15.52,-14.52
7178.59,3.81,-3.62,35.80
7178.69,42.26,10.45,37.20
7178.79,36.65,3.02,-8.13
7178.89,38.72,-16.28,30.65
7178.99,26.15,16.49,34.30
7179.09,4.26,11.37,24.94
7179.19,41.99,-11.98,-1.56
7179.29,26.19,7.26,4.65
7179.39,40.42,3.37,-30.37
7179.49,40.06,7.29,-19.53
7179.59,44.11,-1.18,37.29
7179.69,22.09,2.44,12.41
7179.79,25.10,-9.46,-31.05
7179.89,41.42,5.09,5.35
7179.99,28.69,-16.25,34.66
7180.09,15.70,-4.99,-10.14
7180.19,27.01,14.59,-32.42
7180.29,36.50,15.92,14.10
7180.39,0.61,16.46,-30.26
7180.49,36.61,16.20,4.27
7180.59,26.68,15.61,18.62
7180.69,36.23,18.68,12.95
7180.79,26.91,-1.66,-21.27
7180.89,0.74,16.15,-17.63
7180.99,16.12,13.44,-10.95
7181.09,8.65,-3.28,21.08
7181.19,13.12,-13.99,9.69
7181.29,20.65,-6.80,19.12
7181.39,37.45,18.00,34.60
7181.49,40.41,14.37,-26.07
7181.59,0.04,-11.67,-23.26
7181.69,40.37,-15.07,17.27
7181.79,32.89,-6.72,3.95
7181.89,48.67,9.44,-10.17
7181.99,14.28,14.10,35.90
7182.09,19.71,4.00,22.85
7182.19,47.16,-13.30,32.57
7182.29,23.27,-5.42,15.62
7182.39,1.30,17.77,21.11
7182.49,41.47,-10.43,36.01
7182.59,37.01,12.60,1.03
7182.69,29.69,-3.13,-11.28
7182.79,35.97,-2.30,-22.37
7182.89,27.67,8.60,31.22
7182.99,14.47,-19.03,23.70
7183.09,0.39,11.15,35.09
7183.19,41.17,-17.50,33.07
7183.29,14.40,-4.36,-24.24
7183.39,31.04,-16.35,-28.12
7183.49,27.86,-13.70,-1.98
7183.59,1.75,-8.88,-29.76
7183.69,3.49,-15.70,-37.78
7183.79,11.21,-19.20,-36.19
7183.89,10.15,-7.97,-17.61
7183.99,14.81,5.05,-18.18
7184.09,39.78,16.16,-4.57
7184.19,1.04,2.68,-19.15
7184.29,8.37,-17.85,-37.87
7184.39,34.69,-1.80,-9.69
7184.49,48.17,7.97,18.66
7184.59,30.10,-9.47,27.46
7184.69,16.13,-8.09,19.45
7184.79,17.25,12.89,-7.68
7184.89,21.26,-14.98,36.83
7184.99,17.14,0.29,-3.21
7185.09,44.18,-14.13,-30.98
7185.19,2.17,0.44,-26.47
7185.29,38.08,14.44,18.84
7185.39,30.17,-11.93,-16.93
7185.49,7.57,-8.96,-38.17
7185.60,2.38,-7.36,-18.95
7185.69,11.10,8.18,-33.74
7185.79,33.27,12.82,33.11
7185.90,37.67,-10.70,13.16
7186.00,21.24,-18.80,-17.56
7186.10,29.57,-12.88,-38.82
7186.19,34.76,-3.54,6.69
7186.29,19.20,17.52,12.14
7186.40,21.77,-15.19,-13.08
7186.50,28.65,7.40,-37.22
7186.60,33.07,13.93,6.73
7186.69,20.12,-14.66,-3.38
7186.79,16.66,-5.20,-17.65
7186.90,0.84,-14.02,20.52
7187.00,26.74,-7.80,-4.10
7187.10,1.23,-17.53,10.32
7187.19,14.31,-5.35,30.25
7187.29,33.93,-19.64,-24.44
7187.40,43.65,-6.39,12.42
7187.50,11.96,14.58,4.28
7187.60,0.40,18.37,12.06
7187.70,29.46,-19.82,14.95
7187.80,13.71,-18.92,-18.62
7187.90,27.66,-11.69,18.16
7188.00,34.46,11.51,-35.11
7188.10,17.99,-2.22,-35.55
7188.20,15.70,16.53,-38.18
7188.30,42.99,10.06,8.16
7188.40,27.51,-13.26,39.96
7188.50,6.57,-16.43,12.32
7188.60,44.61,-10.33,2.21
7188.70,25.66,-11.97,-15.21
7188.80,39.27,12.38,-18.58
7188.90,31.96,12.72,-31.19
7189.00,35.02,-6.11,-4.23
7189.10,13.03,9.03,-30.71
7189.20,27.90,-16.61,-30.13
7189.30,31.27,-19.19,11.23
7189.40,36.69,11.43,31.30
7189.50,9.36,15.88,-33.15
7189.60,39.66,-19.71,-34.15
7189.70,45.18,-2.06,-15.98
7189.80,11.32,12.03,-17.04
7189.90,3.04,-17.13,-15.96
7190.00,39.59,-13.77,-29.09
7190.10,17.29,17.43,-10.01
7190.20,46.86,1.18,-12.74
7190.30,33.83,-0.33,30.64
7190.40,31.75,-13.61,18.97
7190.50,25.41,-0.05,-34.48
7190.60,32.03,4.13,-20.25
7190.70,11.47,-12.25,9.06
7190.80,49.75,13.62,-9.26
7190.90,16.49,-11.35,14.31
7191.00,42.81,-14.71,-11.91
7191.10,32.62,18.53,24.07
7191.20,21.50,-14.32,-39.59
7191.30,41.31,-15.54,-26.69
7191.40,40.08,-8.26,-34.96
7191.50,1.03,17.10,-14.81
7191.60,42.70,-14.85,-29.70
7191.70,49.07,-3.37,16.88
7191.80,26.83,19.12,-29.03
7191.90,23.95,-17.14,38.25
7192.00,42.89,-4.03,27.15
7192.10,9.82,9.56,25.67
7192.20,24.93,-8.15,24.78
7192.30,30.41,-2.96,-1.59
7192.40,4.08,1.07,-33.22
7192.50,35.18,-10.33,37.15
7192.60,15.53,-9.39,-17.09
7192.70,48.22,1.47,-8.38
7192.80,30.88,9.73,-38.86
7192.90,4.04,1.88,-11.22
7193.00,32.30,-7.66,2.01
7193.10,26.62,10.01,-35.98
7193.20,46.32,-1.12,34.36
7193.30,4.78,6.22,-30.63
7193.40,20.55,18.27,9.87
7193.50,27.15,-16.28,-21.86
7193.60,0.32,-4.62,9.35
7193.70,1.33,3.71,0.18
7193.80,49.87,13.41,10.85
7193.90,43.26,1.37,-3.31
7194.00,43.79,12.20,-12.12
7194.10,25.57,5.15,-25.26
7194.20,0.53,15.56,-21.22
7194.30,0.43,-2.78,21.75
7194.40,39.63,-12.85,33.41
7194.50,45.75,-8.71,23.30
7194.60,38.27,18.71,-35.68
7194.70,8.80,-15.49,-39.79
7194.80,13.63,0.01,17.55
7194.90,7.15,8.42,-16.40
7195.00,1.69,18.27,17.14
7195.10,23.97,-15.15,-13.71
7195.20,13.84,7.46,-27.72
7195.30,36.44,-17.91,6.79
7195.40,36.67,7.62,8.41
7195.50,23.43,-13.88,-23.03
7195.60,17.70,-13.33,-38.50
7195.70,31.78,-2.97,-17.17
7195.80,44.88,8.66,-16.25
7195.90,38.67,9.74,-17.33
7196.00,21.88,-13.37,38.90
7196.10,39.77,-16.10,20.08
7196.20,43.84,13.60,32.18
7196.30,16.54,-8.52,34.33
7196.40,36.72,18.12,-17.70
7196.50,43.85,-0.27,-10.49
7196.60,15.49,-1.77,-9.88
7196.70,43.66,-1.91,-39.21
7196.80,2.26,-0.62,-16.14
7196.90,3.63,-12.37,24.12
7197.00,3.89,-0.55,34.10
7197.10,27.66,-19.15,-4.37
7197.20,14.98,6.13,-19.38
7197.30,39.15,-15.14,-38.11
7197.40,6.02,-19.66,-2.48
7197.50,0.07,0.46,-34.70
7197.60,26.38,1.54,37.93
7197.70,35.29,18.03,-7.03
7197.80,37.97,-6.33,-7.21
7197.90,28.42,-14.75,-39.61
7198.00,44.67,3.90,-37.19
7198.10,6.09,10.90,-16.41
7198.20,27.59,3.65,-10.45
7198.30,31.66,-18.01,13.37
7198.40,36.15,13.28,-39.67
7198.50,29.49,-2.83,29.72
7198.60,39.55,-10.26,33.36
7198.70,44.23,16.94,-5.45
7198.80,13.86,17.84,28.27
7198.90,49.24,-6.30,24.19
7199.00,9.03,10.77,23.62
7199.10,23.15,11.69,-8.16
7199.20,19.12,0.57,29.61
7199.30,39.91,-10.43,2.89
7199.40,47.37,2.69,-14.57
7199.50,27.78,14.12,16.56
7199.60,48.03,-14.75,-13.72
7199.70,44.22,7.31,-2.61
7199.80,20.03,-5.76,32.73
7199.90,41.12,-12.03,-5.00
7200.00,5.84,-19.92,7.82
7200.10,30.87,19.75,-34.83
7200.20,3.38,5.61,23.33
7200.30,27.98,19.49,13.53
7200.40,2.28,-14.88,9.83
7200.50,38.25,19.83,-39.51
7200.60,42.12,-5.74,1.79
7200.70,1.28,11.75,-19.16
7200.80,41.65,-5.70,27.72
7200.90,34.38,-3.86,38.34
7201.00,29.35,18.11,20.33
7201.10,17.57,5.07,13.88
7201.20,13.50,18.88,20.26
7201.30,24.71,8.11,32.59
7201.40,37.55,-0.41,21.02
7201.50,45.90,-8.34,32.02
7201.60,33.38,-15.98,-8.92
7201.70,15.74,-11.75,23.62
7201.80,39.81,-9.48,12.71
7201.90,9.98,17.20,-11.65
7202.00,47.81,-11.60,2.01
7202.10,30.40,8.25,23.28
7202.20,29.54,8.62,21.70
7202.30,42.10,4.89,38.71
7202.40,37.89,16.53,7.02
7202.50,3.30,12.49,18.01
7202.60,33.63,2.74,-25.97
7202.70,45.00,-4.99,31.68
7202.80,34.82,-4.15,19.16
7202.90,19.90,1.27,0.91
7203.00,49.93,-16.72,4.69
7203.10,39.53,19.22,-8.96
7203.20,37.69,5.96,-7.22
7203.30,32.28,5.81,28.13
7203.40,0.09,-14.86,8.91
7203.50,32.90,-4.01,7.06
7203.60,44.12,-1.67,8.46
7203.70,44.67,14.89,20.03
7203.80,35.40,1.55,10.93
7203.90,30.59,-19.60,24.57
7204.00,14.22,-6.25,-1.83
7204.10,0.28,-13.95,-36.46
7204.20,44.99,-18.97,-31.81
7204.30,21.45,-5.95,-18.77
7204.40,10.95,-19.26,0.42
7204.50,0.33,-5.37,-9.74
7204.60,11.58,-11.07,-8.26
7204.70,48.16,1.36,-37.91
7204.80,9.79,-6.41,-1.67
7204.90,21.82,10.65,-18.36
7205.00,7.37,2.01,-8.41
7205.10,42.71,-8.81,-33.41
7205.20,34.77,16.47,-8.55
7205.30,48.97,5.31,2.69
7205.40,22.08,11.87,14.29
7205.50,36.12,-5.82,-21.41
7205.60,37.94,-3.40,-5.91
7205.71,2.41,3.79,39.55
7205.81,22.65,2.88,-0.05
7205.90,42.82,-7.52,11.27
7206.00,32.35,18.68,22.80
7206.10,6.23,-7.30,25.71
7206.21,29.87,-1.94,-7.17
7206.31,24.24,9.47,22.98
7206.40,15.24,-3.28,30.30
7206.50,45.66,-17.95,-34.41
7206.60,23.22,5.25,15.03
7206.71,45.83,-4.72,36.98
7206.81,49.96,-18.85,-10.29
7206.90,6.40,-18.21,-24.96
7207.00,40.27,0.19,-31.60
7207.10,2.70,2.12,-38.65
7207.21,1.49,11.04,15.82
7207.31,19.76,-12.22,7.27
7207.40,32.10,-1.08,-19.81
7207.50,45.96,-1.04,-35.77
7207.61,34.17,1.24,4.49
7207.71,13.12,-5.31,-32.95
7207.81,3.50,-5.48,-6.51
7207.91,42.32,1.39,37.19
7208.01,27.39,15.97,4.09
7208.11,22.30,-13.01,-23.14
7208.21,30.89,10.17,-16.74
7208.31,35.52,-2.35,-6.58
7208.41,31.35,-19.00,16.14
7208.51,24.70,11.33,-20.41
7208.61,44.11,-3.72,-25.73
7208.71,33.88,-5.64,4.18
7208.81,13.26,-10.54,12.63
7208.91,48.96,-1.41,24.12
7209.01,31.35,-4.46,27.02
7209.11,40.35,-13.53,-10.41
7209.21,4.42,18.11,-5.31
7209.31,16.01,-8.98,-4.47
7209.41,47.15,16.45,39.37
7209.51,17.54,-0.02,4.52
7209.61,42.59,11.81,-5.38
7209.71,48.91,0.45,-37.33
7209.81,46.57,-8.05,-26.33
7209.91,28.88,-7.48,4.73
7210.01,18.94,1.02,22.79
7210.11,18.56,16.30,-8.66
7210.21,14.48,16.57,5.33
7210.31,43.28,1.55,-28.87
7210.41,26.04,15.98,-8.24
7210.51,42.35,-12.36,15.42
7210.61,28.68,2.82,-10.61
7210.71,10.52,14.53,-3.32
7210.81,9.71,-13.28,11.74
7210.91,34.01,-0.09,32.97
7211.01,44.78,3.36,-22.91
7211.11,31.61,9.50,-35.16
7211.21,17.06,-3.66,27.78
7211.31,47.03,3.94,28.46
7211.41,29.34,-4.87,18.49
7211.51,26.53,17.36,-26.66
7211.61,24.92,5.08,10.47
7211.71,28.81,1.02,27.67
7211.81,13.00,-7.14,-4.49
7211.91,21.24,-0.52,-27.22
7212.01,5.96,13.76,-34.86
7212.11,2.37,-14.90,3.31
7212.21,18.61,-6.75,2.83
7212.31,31.33,-5.49,-19.83
7212.41,49.41,11.66,-17.72
7212.51,3.72,-15.91,-19.99
7212.61,46.11,19.47,-3.48
7212.71,34.52,16.13,-36.17
7212.81,42.83,3.24,9.95
7212.91,49.74,-15.93,25.17
7213.01,32.67,-2.85,-14.69
7213.11,11.45,-16.19,-5.19
7213.21,20.48,-5.74,-29.54
7213.31,17.88,1.34,-22.54
7213.41,45.02,14.08,7.97
7213.51,14.66,-18.82,-33.97
7213.61,14.03,18.57,-28.10
7213.71,37.39,-4.50,-3.66
7213.81,28.62,11.96,-28.39
7213.91,30.61,-1.78,-9.22
7214.01,7.48,-3.90,-6.86
7214.11,42.86,-7.75,29.56
7214.21,44.98,8.54,-37.41
7214.31,38.04,8.98,-20.30
7214.41,26.52,-3.21,-16.10
7214.51,11.84,-10.27,39.49
7214.61,39.87,-5.60,-21.14
7214.71,26.61,-13.85,-5.17
7214.81,26.03,6.97,17.38
7214.91,31.34,15.15,-31.16
7215.01,21.77,0.68,-19.62
7215.11,43.84,-11.50,-0.84
7215.21,32.04,-8.34,-33.49
7215.31,43.07,11.99,-21.47
7215.41,33.04,17.90,-5.56
7215.51,31.07,5.91,28.88
7215.61,29.33,-7.67,4.44
7215.71,49.72,-17.84,-2.01
7215.81,17.96,2.13,39.66
7215.91,3.93,-10.41,31.60
7216.01,22.06,-8.64,38.39
7216.11,49.75,14.82,-9.57
7216.21,22.40,1.91,-32.04
7216.31,11.41,-0.34,24.63
7216.41,22.50,-5.46,9.23
7216.51,29.40,-12.27,-5.15
7216.61,7.11,14.42,-13.20
7216.71,4.86,0.72,-14.63
7216.81,33.04,19.86,-15.95
7216.91,22.18,-9.67,-9.47
7217.01,25.29,15.78,6.01
7217.11,29.19,14.97,-35.10
7217.21,3.13,6.85,-1.42
7217.31,46.46,-5.30,30.53
7217.41,14.43,17.02,26.84
7217.51,19.66,-2.20,-35.38
7217.61,21.34,17.68,7.49
7217.71,46.64,4.71,-9.66
7217.81,9.37,14.63,-11.38
7217.91,24.71,-9.84,37.00
7218.01,12.81,-0.01,-38.31
7218.11,9.39,19.49,-31.69
7218.21,17.03,12.33,31.45
7218.31,20.54,2.56,19.47
7218.41,38.66,12.94,-9.18
7218.51,45.73,-14.68,8.30
7218.61,27.63,-16.63,18.60
7218.71,49.87,8.34,-28.03
7218.81,17.81,-9.45,34.91
7218.91,25.40,-7.97,19.75
7219.01,33.04,-10.31,11.27
7219.11,20.57,-17.30,5.71
7219.21,7.55,16.76,34.54
7219.31,40.32,13.18,21.07
