Nama Perenang:,SInus_02
Gaya Renang:,Gaya Bebas
Time:,140526-0933
TimeStamp(s),Force(Kg),Roll(Deg),Pitch(Deg)
1407.81,26.48,0.10,3.57
1407.91,25.95,0.28,5.98
1408.01,25.47,0.41,8.41
1408.11,25.09,0.49,10.76
1408.21,24.81,0.54,12.90
1408.31,24.63,0.56,14.74
1408.41,24.53,0.55,16.18
1408.51,24.49,0.52,17.15
1408.61,24.49,0.47,17.59
1408.71,24.49,0.41,17.47
1408.81,24.51,0.35,16.75
1408.91,24.52,0.28,15.44
1409.01,24.54,0.21,13.59
1409.11,24.59,0.15,11.22
1409.21,24.67,0.10,8.39
1409.31,24.82,0.05,5.18
1409.41,25.04,0.02,1.68
1409.51,25.34,0.00,-2.04
1409.61,25.72,0.00,-5.88
1409.71,26.17,0.01,-9.74
1409.81,26.67,0.04,-13.56
1409.91,27.18,0.07,-17.23
1410.01,27.66,0.12,-20.69
1410.11,28.08,0.18,-23.87
1410.21,28.39,0.24,-26.72
1410.31,28.55,0.31,-29.18
1410.41,28.52,0.38,-31.23
1410.51,28.27,0.45,-32.84
1410.61,27.80,0.51,-34.00
1410.71,27.08,0.56,-34.70
1410.81,26.14,0.60,-34.94
1410.91,24.99,0.62,-34.74
1411.01,23.67,0.62,-34.11
1411.11,22.22,0.60,-33.09
1411.21,20.69,0.54,-31.70
1411.31,19.14,0.46,-29.97
1411.41,17.62,0.34,-27.94
1411.51,16.20,0.19,-25.65
1411.61,14.94,-0.01,-23.13
1411.71,13.88,-0.25,-20.42
1411.81,13.08,-0.53,-17.56
1411.91,12.56,-0.85,-14.58
1412.01,12.36,-1.22,-11.54
1412.11,12.51,-1.63,-8.44
1412.21,13.00,-2.08,-5.33
1412.31,13.83,-2.57,-2.23
1412.41,14.99,-3.09,0.82
1412.51,16.47,-3.65,3.81
1412.61,18.23,-4.23,6.72
1412.71,20.23,-4.83,9.52
1412.81,22.44,-5.44,12.20
1412.91,24.81,-6.05,14.75
1413.01,27.29,-6.64,17.14
1413.11,29.83,-7.22,19.37
1413.21,32.37,-7.77,21.44
1413.31,34.87,-8.27,23.33
1413.41,37.28,-8.72,25.04
1413.51,39.55,-9.09,26.57
1413.61,41.63,-9.37,27.91
1413.71,43.49,-9.56,29.06
1413.81,45.10,-9.63,30.02
1413.91,46.43,-9.57,30.79
1414.01,47.45,-9.37,31.38
1414.11,48.14,-9.02,31.78
1414.21,48.49,-8.51,32.00
1414.31,48.51,-7.84,32.04
1414.41,48.18,-6.99,31.91
1414.51,47.51,-5.97,31.61
1414.61,46.51,-4.79,31.14
1414.71,45.20,-3.44,30.52
1414.81,43.60,-1.94,29.75
1414.91,41.72,-0.31,28.84
1415.01,39.61,1.44,27.81
1415.11,37.30,3.27,26.64
1415.21,34.81,5.16,25.37
1415.31,32.19,7.07,23.99
1415.41,29.47,8.96,22.52
1415.51,26.71,10.78,20.97
1415.61,23.94,12.50,19.36
1415.71,21.22,14.06,17.69
1415.81,18.57,15.42,15.98
1415.91,16.06,16.51,14.25
1416.01,13.71,17.31,12.50
1416.11,11.58,17.77,10.77
1416.21,9.69,17.85,9.06
1416.31,8.08,17.53,7.38
1416.41,6.78,16.78,5.77
1416.51,5.81,15.60,4.22
1416.61,5.20,13.99,2.75
1416.71,4.95,11.97,1.38
1416.81,5.06,9.58,0.13
1416.91,5.53,6.86,-1.00
1417.01,6.34,3.88,-1.99
1417.11,7.49,0.71,-2.84
1417.21,8.94,-2.57,-3.55
1417.31,10.65,-5.84,-4.11
1417.41,12.59,-9.01,-4.52
1417.51,14.70,-11.97,-4.78
1417.61,16.93,-14.60,-4.89
1417.71,19.22,-16.81,-4.88
1417.81,21.52,-18.49,-4.74
1417.91,23.76,-19.57,-4.50
1418.01,25.87,-19.99,-4.17
1418.11,27.82,-19.71,-3.77
1418.21,29.54,-18.71,-3.33
1418.31,30.99,-17.03,-2.85
1418.41,32.15,-14.69,-2.37
1418.51,32.97,-11.78,-1.90
1418.61,33.47,-8.41,-1.46
1418.71,33.62,-4.70,-1.07
1418.81,33.47,-0.81,-0.73
1418.91,33.03,3.10,-0.46
1419.01,32.33,6.86,-0.26
1419.11,31.44,10.31,-0.12
1419.21,30.40,13.27,-0.04
1419.31,29.27,15.62,-0.00
1419.41,28.11,17.23,0.00
1419.51,26.99,18.04,0.00
1419.61,25.95,17.98,0.00
1419.71,25.04,17.08,0.03
1419.81,24.29,15.37,0.10
1419.91,23.72,12.94,0.22
1420.01,23.34,9.93,0.39
1420.11,23.14,6.49,0.61
1420.21,23.10,2.81,0.86
1420.31,23.19,-0.91,1.12
1420.41,23.39,-4.48,1.36
1420.51,23.64,-7.69,1.53
1420.61,23.93,-10.38,1.59
1420.71,24.21,-12.42,1.50
1420.81,24.47,-13.70,1.22
1420.91,24.69,-14.16,0.71
1421.01,24.88,-13.82,-0.03
1421.11,25.02,-12.71,-1.01
1421.21,25.15,-10.93,-2.19
1421.31,25.26,-8.60,-3.53
1421.41,25.38,-5.89,-4.94
1421.51,25.51,-2.98,-6.31
1421.61,25.65,-0.05,-7.53
1421.71,25.79,2.70,-8.44
1421.81,25.89,5.13,-8.93
1421.91,25.94,7.10,-8.87
1422.01,25.88,8.51,-8.15
1422.11,25.69,9.30,-6.73
1422.21,25.33,9.46,-4.59
1422.31,24.80,9.02,-1.79
1422.41,24.11,8.06,1.55
1422.51,23.31,6.67,5.23
1422.61,22.47,4.97,9.01
1422.71,21.69,3.11,12.60
1422.81,21.10,1.22,15.68
1422.92,20.80,-0.57,17.93
1423.02,20.91,-2.14,19.07
1423.11,21.51,-3.42,18.89
1423.21,22.62,-4.35,17.24
1423.31,24.21,-4.88,14.10
1423.42,26.19,-5.04,9.59
1423.52,28.38,-4.86,3.94
1423.61,30.56,-4.37,-2.49
1423.71,32.48,-3.67,-9.22
1423.81,33.87,-2.81,-15.72
1423.92,34.50,-1.90,-21.43
1424.02,34.19,-0.99,-25.81
1424.11,32.84,-0.15,-28.39
1424.21,30.50,0.55,-28.83
1424.31,27.30,1.10,-26.96
1424.42,23.50,1.47,-22.79
1424.52,19.48,1.67,-16.55
1424.61,15.65,1.71,-8.65
1424.72,12.46,1.61,0.33
1424.82,10.32,1.42,9.66
1424.92,9.55,1.16,18.58
1425.02,10.34,0.88,26.32
1425.12,12.72,0.60,32.16
1425.22,16.55,0.35,35.56
1425.32,21.50,0.15,36.16
1425.42,27.11,0.01,33.81
1425.52,32.83,-0.09,28.65
1425.62,38.07,-0.13,21.05
1425.72,42.24,-0.13,11.59
1425.82,44.89,-0.11,1.03
1425.92,45.66,-0.07,-9.78
1426.02,44.43,-0.04,-19.95
1426.12,41.25,-0.01,-28.64
1426.22,36.39,-0.00,-35.15
1426.32,30.29,-0.00,-38.95
1426.42,23.52,-0.01,-39.74
1426.52,16.73,-0.03,-37.45
1426.62,10.56,-0.04,-32.31
1426.72,5.61,-0.03,-24.73
1426.82,2.34,0.01,-15.34
1426.92,1.06,0.08,-4.87
1427.02,1.89,0.19,5.85
1427.12,4.73,0.34,16.03
1427.22,9.33,0.52,24.91
1427.32,15.25,0.72,31.88
1427.42,21.97,0.93,36.50
1427.52,28.92,1.12,38.50
1427.62,35.49,1.28,37.84
1427.72,41.16,1.39,34.65
1427.82,45.50,1.43,29.27
1427.92,48.21,1.37,22.15
1428.02,49.13,1.22,13.84
1428.12,48.26,0.95,4.95
1428.22,45.73,0.57,-3.92
1428.32,41.80,0.08,-12.20
1428.42,36.83,-0.50,-19.41
1428.52,31.22,-1.17,-25.18
1428.62,25.40,-1.88,-29.23
1428.72,19.77,-2.63,-31.44
1428.82,14.70,-3.37,-31.82
1428.92,10.50,-4.07,-30.47
1429.02,7.36,-4.71,-27.59
1429.12,5.42,-5.24,-23.46
1429.22,4.71,-5.64,-18.41
1429.32,5.18,-5.88,-12.79
1429.42,6.71,-5.95,-6.93
1429.52,9.13,-5.82,-1.16
1429.62,12.22,-5.50,4.23
1429.72,15.75,-4.98,9.02
1429.82,19.49,-4.26,13.04
1429.92,23.22,-3.36,16.16
1430.02,26.74,-2.29,18.34
1430.12,29.89,-1.08,19.58
1430.22,32.55,0.24,19.93
1430.32,34.65,1.65,19.47
1430.42,36.14,3.12,18.31
1430.52,37.01,4.60,16.60
1430.62,37.31,6.07,14.48
1430.72,37.08,7.48,12.08
1430.82,36.41,8.82,9.55
1430.92,35.37,10.04,7.00
1431.02,34.07,11.12,4.54
1431.12,32.59,12.04,2.26
1431.22,31.03,12.78,0.23
1431.32,29.46,13.32,-1.53
1431.42,27.95,13.66,-2.97
1431.52,26.55,13.78,-4.09
1431.62,25.32,13.69,-4.90
1431.72,24.26,13.38,-5.42
1431.82,23.41,12.86,-5.67
1431.92,22.75,12.14,-5.69
1432.02,22.29,11.24,-5.52
1432.12,22.02,10.16,-5.19
1432.22,21.90,8.93,-4.76
1432.32,21.92,7.55,-4.25
1432.42,22.05,6.06,-3.70
1432.52,22.26,4.47,-3.14
1432.62,22.54,2.81,-2.59
1432.72,22.84,1.10,-2.08
1432.82,23.16,-0.66,-1.61
1432.92,23.47,-2.42,-1.20
1433.02,23.76,-4.18,-0.86
1433.12,24.02,-5.90,-0.59
1433.22,24.25,-7.59,-0.37
1433.32,24.44,-9.21,-0.22
1433.42,24.59,-10.76,-0.11
1433.52,24.71,-12.22,-0.05
1433.62,24.80,-13.58,-0.01
1433.72,24.87,-14.82,-0.00
1433.82,24.93,-15.94,0.00
1433.92,24.99,-16.94,0.00
1434.02,25.05,-17.80,0.01
1434.12,25.14,-18.52,0.05
1434.22,25.25,-19.10,0.11
1434.32,25.40,-19.54,0.21
1434.42,25.59,-19.83,0.34
1434.52,25.82,-19.98,0.53
1434.62,26.10,-19.99,0.76
1434.72,26.42,-19.86,1.06
1434.82,26.79,-19.59,1.40
1434.92,27.19,-19.20,1.79
1435.02,27.61,-18.68,2.24
1435.12,28.05,-18.05,2.73
1435.22,28.50,-17.30,3.28
1435.32,28.93,-16.46,3.86
1435.42,29.33,-15.52,4.48
1435.52,29.69,-14.49,5.13
1435.62,29.97,-13.38,5.80
1435.72,30.17,-12.20,6.49
1435.82,30.26,-10.97,7.19
1435.92,30.22,-9.68,7.89
1436.02,30.04,-8.36,8.57
1436.12,29.69,-7.00,9.24
1436.22,29.17,-5.63,9.88
1436.32,28.46,-4.25,10.48
1436.42,27.57,-2.87,11.02
1436.52,26.48,-1.50,11.51
1436.62,25.22,-0.15,11.92
1436.72,23.78,1.17,12.26
1436.82,22.19,2.45,12.50
1436.92,20.47,3.67,12.63
1437.02,18.66,4.84,12.65
1437.12,16.81,5.94,12.54
1437.22,14.95,6.96,12.29
1437.32,13.15,7.90,11.89
1437.42,11.47,8.74,11.33
1437.52,9.96,9.49,10.61
1437.62,8.70,10.13,9.71
1437.72,7.76,10.67,8.64
